card_id,collector_number,card_name,finish,pokemon_tcg_api_card_id,pokemon_tcg_api_variant,api_low,api_market,api_mid,api_high,api_updated_at,tcgdex_card_id,tcgdex_variant,tcgdex_low,tcgdex_market,tcgdex_updated_at,comparison_status,difference_low,difference_market,identity_status,finish_status,eligible,reason
25366,104,Cubone,reverse_holo,sv3pt5-104,reverseHolofoil,0.1,0.32,0.32,20.0,2026/09/01,sv03.5-104,reverse-holofoil,0.1,0.32,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25367,105,Marowak,holo,sv3pt5-105,holofoil,0.01,0.28,0.28,19.06,2026/09/01,sv03.5-105,holofoil,0.01,0.28,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25368,105,Marowak,reverse_holo,sv3pt5-105,reverseHolofoil,0.5,0.86,0.92,50.0,2026/09/01,sv03.5-105,reverse-holofoil,0.5,0.86,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25369,106,Hitmonlee,normal,sv3pt5-106,normal,0.01,0.17,0.2,19.98,2026/09/01,sv03.5-106,normal,0.01,0.17,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25370,106,Hitmonlee,reverse_holo,sv3pt5-106,reverseHolofoil,0.63,2.52,2.35,19.3,2026/09/01,sv03.5-106,reverse-holofoil,0.89,2.52,2026-09-01T12:00:20.170Z,MATERIAL_DIFFERENCE,0.29213483146067415,0.0,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25371,107,Hitmonchan,normal,sv3pt5-107,normal,0.01,0.23,0.23,19.98,2026/09/01,sv03.5-107,normal,0.01,0.23,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25372,107,Hitmonchan,reverse_holo,sv3pt5-107,reverseHolofoil,0.48,1.44,1.5,50.0,2026/09/01,sv03.5-107,reverse-holofoil,0.48,1.44,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25373,108,Lickitung,normal,sv3pt5-108,normal,0.01,0.16,0.18,19.98,2026/09/01,sv03.5-108,normal,0.01,0.16,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25374,108,Lickitung,reverse_holo,sv3pt5-108,reverseHolofoil,0.09,0.27,0.29,40.0,2026/09/01,sv03.5-108,reverse-holofoil,0.09,0.27,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25375,109,Koffing,normal,sv3pt5-109,normal,0.01,0.16,0.19,19.98,2026/09/01,sv03.5-109,normal,0.01,0.16,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25376,109,Koffing,reverse_holo,sv3pt5-109,reverseHolofoil,0.1,0.28,0.28,19.98,2026/09/01,sv03.5-109,reverse-holofoil,0.1,0.28,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25377,110,Weezing,holo,sv3pt5-110,holofoil,0.06,0.26,0.26,38.0,2026/09/01,sv03.5-110,holofoil,0.06,0.26,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25378,110,Weezing,reverse_holo,sv3pt5-110,reverseHolofoil,0.52,1.01,1.14,40.0,2026/09/01,sv03.5-110,reverse-holofoil,0.52,1.01,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25379,111,Rhyhorn,normal,sv3pt5-111,normal,0.01,0.14,0.16,2.07,2026/09/01,sv03.5-111,normal,0.01,0.14,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25380,111,Rhyhorn,reverse_holo,sv3pt5-111,reverseHolofoil,0.1,0.29,0.28,15.25,2026/09/01,sv03.5-111,reverse-holofoil,0.1,0.29,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25381,112,Rhydon,normal,sv3pt5-112,normal,0.01,0.2,0.2,2.09,2026/09/01,sv03.5-112,normal,0.01,0.21,2026-09-01T12:00:20.170Z,MINOR_DIFFERENCE,0.0,0.04761904761904753,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25382,112,Rhydon,reverse_holo,sv3pt5-112,reverseHolofoil,0.1,0.28,0.27,40.0,2026/09/01,sv03.5-112,reverse-holofoil,0.1,0.28,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25383,113,Chansey,holo,sv3pt5-113,holofoil,0.07,0.34,0.35,990.0,2026/09/01,sv03.5-113,holofoil,0.07,0.36,2026-09-01T12:00:20.170Z,MINOR_DIFFERENCE,0.0,0.055555555555555455,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25384,113,Chansey,reverse_holo,sv3pt5-113,reverseHolofoil,0.35,1.51,1.55,17.56,2026/09/01,sv03.5-113,reverse-holofoil,0.35,1.51,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25385,114,Tangela,normal,sv3pt5-114,normal,0.01,0.17,0.18,2.23,2026/09/01,sv03.5-114,normal,0.01,0.17,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25386,114,Tangela,reverse_holo,sv3pt5-114,reverseHolofoil,0.05,0.27,0.27,19.98,2026/09/01,sv03.5-114,reverse-holofoil,0.05,0.27,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25387,115,Kangaskhan ex,holo,sv3pt5-115,holofoil,0.52,1.27,1.24,50.0,2026/09/01,sv03.5-115,holofoil,0.65,1.3,2026-09-01T12:00:20.170Z,MINOR_DIFFERENCE,0.2,0.023076923076923096,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25388,116,Horsea,normal,sv3pt5-116,normal,0.01,0.09,0.16,25.0,2026/09/01,sv03.5-116,normal,0.01,0.09,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25389,116,Horsea,reverse_holo,sv3pt5-116,reverseHolofoil,0.1,0.23,0.25,5.0,2026/09/01,sv03.5-116,reverse-holofoil,0.1,0.23,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25390,117,Seadra,normal,sv3pt5-117,normal,0.01,0.18,0.18,19.98,2026/09/01,sv03.5-117,normal,0.01,0.18,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25391,117,Seadra,reverse_holo,sv3pt5-117,reverseHolofoil,0.08,0.26,0.26,15.21,2026/09/01,sv03.5-117,reverse-holofoil,0.08,0.26,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25392,118,Goldeen,normal,sv3pt5-118,normal,0.01,0.15,0.15,19.98,2026/09/01,sv03.5-118,normal,0.01,0.15,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25393,118,Goldeen,reverse_holo,sv3pt5-118,reverseHolofoil,0.05,0.25,0.25,4.25,2026/09/01,sv03.5-118,reverse-holofoil,0.05,0.25,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25394,119,Seaking,normal,sv3pt5-119,normal,0.01,0.15,0.18,1.69,2026/09/01,sv03.5-119,normal,0.01,0.15,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25395,119,Seaking,reverse_holo,sv3pt5-119,reverseHolofoil,0.55,1.55,1.56,16.34,2026/09/01,sv03.5-119,reverse-holofoil,0.55,1.55,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25396,120,Staryu,normal,sv3pt5-120,normal,0.01,0.16,0.19,19.98,2026/09/01,sv03.5-120,normal,0.01,0.16,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25397,120,Staryu,reverse_holo,sv3pt5-120,reverseHolofoil,0.05,0.29,0.3,3.69,2026/09/01,sv03.5-120,reverse-holofoil,0.05,0.29,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25398,121,Starmie,holo,sv3pt5-121,holofoil,0.08,0.25,0.27,19.04,2026/09/01,sv03.5-121,holofoil,0.08,0.25,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25399,121,Starmie,reverse_holo,sv3pt5-121,reverseHolofoil,0.45,0.71,0.81,50.0,2026/09/01,sv03.5-121,reverse-holofoil,0.45,0.71,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25400,122,Mr. Mime,holo,sv3pt5-122,holofoil,0.02,0.31,0.3,19.62,2026/09/01,sv03.5-122,holofoil,0.02,0.31,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25401,122,Mr. Mime,reverse_holo,sv3pt5-122,reverseHolofoil,0.18,0.65,0.75,50.0,2026/09/01,sv03.5-122,reverse-holofoil,0.18,0.67,2026-09-01T12:00:20.170Z,MINOR_DIFFERENCE,0.0,0.02985074626865674,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25402,123,Scyther,normal,sv3pt5-123,normal,0.01,0.25,0.25,19.98,2026/09/01,sv03.5-123,normal,0.01,0.25,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25403,123,Scyther,reverse_holo,sv3pt5-123,reverseHolofoil,1.0,2.15,2.21,100.0,2026/09/01,sv03.5-123,reverse-holofoil,1.0,2.15,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25404,124,Jynx ex,holo,sv3pt5-124,holofoil,0.5,1.49,1.48,19.99,2026/09/01,sv03.5-124,holofoil,0.5,1.49,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25405,125,Electabuzz,normal,sv3pt5-125,normal,0.01,0.17,0.18,18.88,2026/09/01,sv03.5-125,normal,0.01,0.17,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25406,125,Electabuzz,reverse_holo,sv3pt5-125,reverseHolofoil,0.45,0.61,0.72,17.32,2026/09/01,sv03.5-125,reverse-holofoil,0.45,0.61,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25407,126,Magmar,normal,sv3pt5-126,normal,0.01,0.13,0.15,20.0,2026/09/01,sv03.5-126,normal,0.01,0.13,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25408,126,Magmar,reverse_holo,sv3pt5-126,reverseHolofoil,0.75,1.25,1.44,50.0,2026/09/01,sv03.5-126,reverse-holofoil,0.75,1.25,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25409,127,Pinsir,normal,sv3pt5-127,normal,0.01,0.2,0.2,19.22,2026/09/01,sv03.5-127,normal,0.01,0.2,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25410,127,Pinsir,reverse_holo,sv3pt5-127,reverseHolofoil,0.44,1.36,1.44,17.24,2026/09/01,sv03.5-127,reverse-holofoil,0.44,1.36,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25411,128,Tauros,normal,sv3pt5-128,normal,0.01,0.17,0.2,19.98,2026/09/01,sv03.5-128,normal,0.01,0.2,2026-09-01T12:00:20.170Z,MINOR_DIFFERENCE,0.0,0.15,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25412,128,Tauros,reverse_holo,sv3pt5-128,reverseHolofoil,0.56,1.24,1.26,50.0,2026/09/01,sv03.5-128,reverse-holofoil,0.56,1.24,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25413,129,Magikarp,normal,sv3pt5-129,normal,0.01,0.22,0.21,19.98,2026/09/01,sv03.5-129,normal,0.01,0.22,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25414,129,Magikarp,reverse_holo,sv3pt5-129,reverseHolofoil,0.13,0.33,0.34,18.32,2026/09/01,sv03.5-129,reverse-holofoil,0.12,0.33,2026-09-01T12:00:20.170Z,MINOR_DIFFERENCE,0.07692307692307698,0.0,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25415,130,Gyarados,holo,sv3pt5-130,holofoil,0.07,0.29,0.34,200.0,2026/09/01,sv03.5-130,holofoil,0.07,0.29,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25416,130,Gyarados,reverse_holo,sv3pt5-130,reverseHolofoil,0.85,1.43,1.62,50.0,2026/09/01,sv03.5-130,reverse-holofoil,0.85,1.43,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25417,131,Lapras,normal,sv3pt5-131,normal,0.03,0.25,0.25,20.0,2026/09/01,sv03.5-131,normal,0.03,0.25,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25418,131,Lapras,reverse_holo,sv3pt5-131,reverseHolofoil,1.2,1.91,2.01,17.32,2026/09/01,sv03.5-131,reverse-holofoil,1.2,1.88,2026-09-01T12:00:20.170Z,MINOR_DIFFERENCE,0.0,0.015706806282722526,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25419,132,Ditto,holo,sv3pt5-132,holofoil,0.29,0.81,0.79,25.0,2026/09/01,sv03.5-132,holofoil,0.29,0.82,2026-09-01T12:00:20.170Z,MINOR_DIFFERENCE,0.0,0.012195121951219388,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25420,132,Ditto,reverse_holo,sv3pt5-132,reverseHolofoil,1.25,1.98,2.08,85.0,2026/09/01,sv03.5-132,reverse-holofoil,1.25,2.02,2026-09-01T12:00:20.170Z,MINOR_DIFFERENCE,0.0,0.01980198019801982,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25421,133,Eevee,normal,sv3pt5-133,normal,0.05,0.21,0.24,990.0,2026/09/01,sv03.5-133,normal,0.05,0.21,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25422,133,Eevee,reverse_holo,sv3pt5-133,reverseHolofoil,0.1,0.54,0.5,19.5,2026/09/01,sv03.5-133,reverse-holofoil,0.1,0.51,2026-09-01T12:00:20.170Z,MINOR_DIFFERENCE,0.0,0.0555555555555556,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25423,134,Vaporeon,holo,sv3pt5-134,holofoil,0.18,0.38,0.38,200.0,2026/09/01,sv03.5-134,holofoil,0.18,0.38,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25424,134,Vaporeon,reverse_holo,sv3pt5-134,reverseHolofoil,0.89,1.86,2.0,39.06,2026/09/01,sv03.5-134,reverse-holofoil,0.89,1.86,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25425,135,Jolteon,holo,sv3pt5-135,holofoil,0.1,0.36,0.35,200.0,2026/09/01,sv03.5-135,holofoil,0.1,0.36,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25426,135,Jolteon,reverse_holo,sv3pt5-135,reverseHolofoil,1.15,3.57,3.49,24.72,2026/09/01,sv03.5-135,reverse-holofoil,1.15,3.57,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25427,136,Flareon,holo,sv3pt5-136,holofoil,0.05,0.32,0.34,80.0,2026/09/01,sv03.5-136,holofoil,0.05,0.32,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25428,136,Flareon,reverse_holo,sv3pt5-136,reverseHolofoil,0.71,1.73,1.79,19.58,2026/09/01,sv03.5-136,reverse-holofoil,0.31,1.73,2026-09-01T12:00:20.170Z,MATERIAL_DIFFERENCE,0.5633802816901409,0.0,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25429,137,Porygon,normal,sv3pt5-137,normal,0.01,0.14,0.16,18.66,2026/09/01,sv03.5-137,normal,0.01,0.14,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25430,137,Porygon,reverse_holo,sv3pt5-137,reverseHolofoil,0.1,0.27,0.28,18.84,2026/09/01,sv03.5-137,reverse-holofoil,0.1,0.27,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25431,138,Omanyte,normal,sv3pt5-138,normal,0.01,0.22,0.22,20.0,2026/09/01,sv03.5-138,normal,0.01,0.22,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25432,138,Omanyte,reverse_holo,sv3pt5-138,reverseHolofoil,0.75,1.38,1.49,17.92,2026/09/01,sv03.5-138,reverse-holofoil,0.75,1.38,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25433,139,Omastar,holo,sv3pt5-139,holofoil,0.01,0.28,0.29,60.0,2026/09/01,sv03.5-139,holofoil,0.01,0.28,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25434,139,Omastar,reverse_holo,sv3pt5-139,reverseHolofoil,0.18,1.18,1.23,50.0,2026/09/01,sv03.5-139,reverse-holofoil,0.18,1.18,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25435,140,Kabuto,normal,sv3pt5-140,normal,0.01,0.25,0.25,20.0,2026/09/01,sv03.5-140,normal,0.01,0.25,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25436,140,Kabuto,reverse_holo,sv3pt5-140,reverseHolofoil,0.75,1.67,1.71,18.52,2026/09/01,sv03.5-140,reverse-holofoil,0.75,1.67,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25437,141,Kabutops,holo,sv3pt5-141,holofoil,0.02,0.26,0.29,18.06,2026/09/01,sv03.5-141,holofoil,0.02,0.27,2026-09-01T12:00:20.170Z,MINOR_DIFFERENCE,0.0,0.03703703703703707,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25438,141,Kabutops,reverse_holo,sv3pt5-141,reverseHolofoil,0.62,2.41,2.43,19.62,2026/09/01,sv03.5-141,reverse-holofoil,0.62,2.34,2026-09-01T12:00:20.170Z,MINOR_DIFFERENCE,0.0,0.029045643153527086,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25439,142,Aerodactyl,holo,sv3pt5-142,holofoil,0.1,0.39,0.39,15.3,2026/09/01,sv03.5-142,holofoil,0.1,0.4,2026-09-01T12:00:20.170Z,MINOR_DIFFERENCE,0.0,0.025000000000000022,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25440,142,Aerodactyl,reverse_holo,sv3pt5-142,reverseHolofoil,0.5,1.21,1.31,21.75,2026/09/01,sv03.5-142,reverse-holofoil,0.5,1.23,2026-09-01T12:00:20.170Z,MINOR_DIFFERENCE,0.0,0.016260162601626032,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25441,143,Snorlax,normal,sv3pt5-143,normal,0.03,0.27,0.29,19.68,2026/09/01,sv03.5-143,normal,0.03,0.32,2026-09-01T12:00:20.170Z,MINOR_DIFFERENCE,0.0,0.15624999999999997,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25442,143,Snorlax,reverse_holo,sv3pt5-143,reverseHolofoil,1.5,5.5,5.39,96.95,2026/09/01,sv03.5-143,reverse-holofoil,1.5,5.5,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25443,144,Articuno,holo,sv3pt5-144,holofoil,0.08,0.33,0.36,18.22,2026/09/01,sv03.5-144,holofoil,0.08,0.33,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25444,144,Articuno,reverse_holo,sv3pt5-144,reverseHolofoil,0.66,1.18,1.23,16.68,2026/09/01,sv03.5-144,reverse-holofoil,0.66,1.19,2026-09-01T12:00:20.170Z,MINOR_DIFFERENCE,0.0,0.008403361344537823,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25445,145,Zapdos ex,holo,sv3pt5-145,holofoil,0.75,2.08,1.89,16.0,2026/09/01,sv03.5-145,holofoil,0.97,2.1,2026-09-01T12:00:20.170Z,MATERIAL_DIFFERENCE,0.22680412371134018,0.009523809523809532,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25446,146,Moltres,holo,sv3pt5-146,holofoil,0.1,0.31,0.32,18.54,2026/09/01,sv03.5-146,holofoil,0.1,0.32,2026-09-01T12:00:20.170Z,MINOR_DIFFERENCE,0.0,0.03125000000000003,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25447,146,Moltres,reverse_holo,sv3pt5-146,reverseHolofoil,0.67,1.33,1.4,100.0,2026/09/01,sv03.5-146,reverse-holofoil,0.67,1.33,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25448,147,Dratini,normal,sv3pt5-147,normal,0.09,0.24,0.24,990.0,2026/09/01,sv03.5-147,normal,0.09,0.24,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25449,147,Dratini,reverse_holo,sv3pt5-147,reverseHolofoil,0.07,0.34,0.35,18.74,2026/09/01,sv03.5-147,reverse-holofoil,0.07,0.34,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25450,148,Dragonair,normal,sv3pt5-148,normal,0.02,0.26,0.25,3.25,2026/09/01,sv03.5-148,normal,0.02,0.26,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25451,148,Dragonair,reverse_holo,sv3pt5-148,reverseHolofoil,1.6,2.85,3.26,96.95,2026/09/01,sv03.5-148,reverse-holofoil,1.6,2.85,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25452,149,Dragonite,holo,sv3pt5-149,holofoil,0.3,1.8,1.59,129.0,2026/09/01,sv03.5-149,holofoil,0.3,1.8,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25453,149,Dragonite,reverse_holo,sv3pt5-149,reverseHolofoil,0.75,2.62,2.76,26.52,2026/09/01,sv03.5-149,reverse-holofoil,0.75,2.67,2026-09-01T12:00:20.170Z,MINOR_DIFFERENCE,0.0,0.01872659176029956,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25454,150,Mewtwo,holo,sv3pt5-150,holofoil,0.69,2.36,2.53,348.0,2026/09/01,sv03.5-150,holofoil,0.69,2.36,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25455,150,Mewtwo,reverse_holo,sv3pt5-150,reverseHolofoil,2.79,4.41,4.62,203862.68,2026/09/01,sv03.5-150,reverse-holofoil,2.79,4.41,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25456,151,Mew ex,holo,sv3pt5-151,holofoil,6.0,9.73,9.46,96.95,2026/09/01,sv03.5-151,holofoil,5.49,9.73,2026-09-01T12:00:20.170Z,MINOR_DIFFERENCE,0.08499999999999996,0.0,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25457,152,Antique Dome Fossil,normal,sv3pt5-152,normal,0.04,0.22,0.23,20.0,2026/09/01,sv03.5-152,normal,0.04,0.23,2026-09-01T12:00:20.170Z,MINOR_DIFFERENCE,0.0,0.04347826086956525,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25458,152,Antique Dome Fossil,reverse_holo,sv3pt5-152,reverseHolofoil,0.19,3.2,1.53,66.73,2026/09/01,sv03.5-152,reverse-holofoil,0.19,3.2,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25459,153,Antique Helix Fossil,normal,sv3pt5-153,normal,0.03,0.22,0.23,990.0,2026/09/01,sv03.5-153,normal,0.03,0.21,2026-09-01T12:00:20.170Z,MINOR_DIFFERENCE,0.0,0.0454545454545455,EXACT,EXACT,True,price discrepancy is diagnostic only; API remains authority
25460,153,Antique Helix Fossil,reverse_holo,sv3pt5-153,reverseHolofoil,0.5,1.13,1.14,16.92,2026/09/01,sv03.5-153,reverse-holofoil,0.5,1.13,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25461,154,Antique Old Amber,normal,sv3pt5-154,normal,0.01,0.26,0.25,19.16,2026/09/01,sv03.5-154,normal,0.01,0.26,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25462,154,Antique Old Amber,reverse_holo,sv3pt5-154,reverseHolofoil,0.5,0.92,0.98,25.0,2026/09/01,sv03.5-154,reverse-holofoil,0.5,0.92,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25463,155,Big Air Balloon,normal,sv3pt5-155,normal,0.01,0.23,0.21,2.5,2026/09/01,sv03.5-155,normal,0.01,0.23,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25464,155,Big Air Balloon,reverse_holo,sv3pt5-155,reverseHolofoil,0.25,0.68,0.79,5000.32,2026/09/01,sv03.5-155,reverse-holofoil,0.25,0.68,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
25465,156,Bill’s Transfer,normal,sv3pt5-156,normal,0.01,0.21,0.2,18.0,2026/09/01,sv03.5-156,normal,0.01,0.22,2026-09-01T12:00:20.170Z,IDENTITY_CONFLICT,0.0,0.0454545454545455,CONFLICT,EXACT,False,"Pokémon TCG API identity: name ""Bill's Transfer"" != 'Bill’s Transfer'; TCGdex identity: name ""Bill's Transfer"" != 'Bill’s Transfer'"
25466,156,Bill’s Transfer,reverse_holo,sv3pt5-156,reverseHolofoil,0.21,0.62,0.66,15.98,2026/09/01,sv03.5-156,reverse-holofoil,0.21,0.62,2026-09-01T12:00:20.170Z,IDENTITY_CONFLICT,0.0,0.0,CONFLICT,EXACT,False,"Pokémon TCG API identity: name ""Bill's Transfer"" != 'Bill’s Transfer'; TCGdex identity: name ""Bill's Transfer"" != 'Bill’s Transfer'"
25467,157,Cycling Road,normal,sv3pt5-157,normal,0.01,0.18,0.19,19.98,2026/09/01,sv03.5-157,normal,0.01,0.18,2026-09-01T12:00:20.170Z,MATCH,0.0,0.0,EXACT,EXACT,True,exact identity and finish
