card_id,collector_number,card_name,finish,source_provider,market,source_variant,low,mid,high,market_price,direct_low,currency,source_updated_at,observed_at,snapshot_key,pricing_status,pricing_eligible,would_insert,would_update,reason
25332,087,Dewgong,reverse_holo,pokemon_tcg_api,0.25,reverseHolofoil,0.02,0.26,200.0,0.25,0.2,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25333,088,Grimer,normal,pokemon_tcg_api,0.17,normal,0.01,0.18,20.0,0.17,0.05,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25334,088,Grimer,reverse_holo,pokemon_tcg_api,0.23,reverseHolofoil,0.1,0.25,15.26,0.23,0.2,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25335,089,Muk,normal,pokemon_tcg_api,0.18,normal,0.01,0.19,20.0,0.18,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25336,089,Muk,reverse_holo,pokemon_tcg_api,0.28,reverseHolofoil,0.05,0.29,50.0,0.28,0.25,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25337,090,Shellder,normal,pokemon_tcg_api,0.15,normal,0.01,0.17,18.5,0.15,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25338,090,Shellder,reverse_holo,pokemon_tcg_api,0.26,reverseHolofoil,0.05,0.26,5.0,0.26,0.18,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25339,091,Cloyster,normal,pokemon_tcg_api,0.18,normal,0.01,0.2,990.0,0.18,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25340,091,Cloyster,reverse_holo,pokemon_tcg_api,0.38,reverseHolofoil,0.06,0.34,990.0,0.38,0.24,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25341,092,Gastly,normal,pokemon_tcg_api,0.2,normal,0.01,0.21,19.84,0.2,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MINOR_DIFFERENCE,True,False,False,price discrepancy is diagnostic only; API remains authority
25342,092,Gastly,reverse_holo,pokemon_tcg_api,0.38,reverseHolofoil,0.1,0.4,20.0,0.38,0.38,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25343,093,Haunter,normal,pokemon_tcg_api,0.21,normal,0.05,0.24,19.98,0.21,0.1,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25344,093,Haunter,reverse_holo,pokemon_tcg_api,0.53,reverseHolofoil,0.1,0.56,60.0,0.53,,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25345,094,Gengar,holo,pokemon_tcg_api,2.83,holofoil,1.25,3.13,100.0,2.83,4.77,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MINOR_DIFFERENCE,True,False,False,price discrepancy is diagnostic only; API remains authority
25346,094,Gengar,reverse_holo,pokemon_tcg_api,8.44,reverseHolofoil,6.0,8.95,96.95,8.44,17.96,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MINOR_DIFFERENCE,True,False,False,price discrepancy is diagnostic only; API remains authority
25347,095,Onix,normal,pokemon_tcg_api,0.19,normal,0.01,0.2,20.0,0.19,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25348,095,Onix,reverse_holo,pokemon_tcg_api,1.46,reverseHolofoil,0.74,1.53,40.0,1.46,1.99,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25349,096,Drowzee,normal,pokemon_tcg_api,0.1,normal,0.01,0.15,19.98,0.1,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25350,096,Drowzee,reverse_holo,pokemon_tcg_api,0.25,reverseHolofoil,0.08,0.27,5.0,0.25,0.25,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25351,097,Hypno,normal,pokemon_tcg_api,0.12,normal,0.01,0.18,18.82,0.12,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25352,097,Hypno,reverse_holo,pokemon_tcg_api,1.52,reverseHolofoil,0.87,1.71,50.0,1.52,2.02,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MINOR_DIFFERENCE,True,False,False,price discrepancy is diagnostic only; API remains authority
25353,098,Krabby,normal,pokemon_tcg_api,0.16,normal,0.01,0.19,1.98,0.16,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25354,098,Krabby,reverse_holo,pokemon_tcg_api,0.24,reverseHolofoil,0.1,0.26,15.24,0.24,,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25355,099,Kingler,normal,pokemon_tcg_api,0.18,normal,0.01,0.2,2.11,0.18,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25356,099,Kingler,reverse_holo,pokemon_tcg_api,1.25,reverseHolofoil,0.7,1.35,5.99,1.25,4.69,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25357,100,Voltorb,normal,pokemon_tcg_api,0.13,normal,0.01,0.16,19.74,0.13,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25358,100,Voltorb,reverse_holo,pokemon_tcg_api,0.25,reverseHolofoil,0.08,0.26,20.0,0.25,0.2,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25359,101,Electrode,holo,pokemon_tcg_api,0.22,holofoil,0.02,0.25,16.3,0.22,0.12,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25360,101,Electrode,reverse_holo,pokemon_tcg_api,1.65,reverseHolofoil,0.9,1.85,50.0,1.65,1.78,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MINOR_DIFFERENCE,True,False,False,price discrepancy is diagnostic only; API remains authority
25361,102,Exeggcute,normal,pokemon_tcg_api,0.14,normal,0.01,0.16,2.05,0.14,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25362,102,Exeggcute,reverse_holo,pokemon_tcg_api,0.24,reverseHolofoil,0.1,0.26,15.23,0.24,0.22,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25363,103,Exeggutor,normal,pokemon_tcg_api,0.18,normal,0.01,0.2,19.06,0.18,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25364,103,Exeggutor,reverse_holo,pokemon_tcg_api,1.31,reverseHolofoil,0.5,1.44,6.21,1.31,1.63,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25365,104,Cubone,normal,pokemon_tcg_api,0.19,normal,0.03,0.21,20.0,0.19,0.08,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25366,104,Cubone,reverse_holo,pokemon_tcg_api,0.32,reverseHolofoil,0.1,0.32,20.0,0.32,0.16,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25367,105,Marowak,holo,pokemon_tcg_api,0.28,holofoil,0.01,0.28,19.06,0.28,0.19,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25368,105,Marowak,reverse_holo,pokemon_tcg_api,0.86,reverseHolofoil,0.5,0.92,50.0,0.86,,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25369,106,Hitmonlee,normal,pokemon_tcg_api,0.17,normal,0.01,0.2,19.98,0.17,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25370,106,Hitmonlee,reverse_holo,pokemon_tcg_api,2.52,reverseHolofoil,0.63,2.35,19.3,2.52,3.47,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATERIAL_DIFFERENCE,True,False,False,price discrepancy is diagnostic only; API remains authority
25371,107,Hitmonchan,normal,pokemon_tcg_api,0.23,normal,0.01,0.23,19.98,0.23,0.1,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25372,107,Hitmonchan,reverse_holo,pokemon_tcg_api,1.44,reverseHolofoil,0.48,1.5,50.0,1.44,1.95,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25373,108,Lickitung,normal,pokemon_tcg_api,0.16,normal,0.01,0.18,19.98,0.16,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25374,108,Lickitung,reverse_holo,pokemon_tcg_api,0.27,reverseHolofoil,0.09,0.29,40.0,0.27,0.25,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25375,109,Koffing,normal,pokemon_tcg_api,0.16,normal,0.01,0.19,19.98,0.16,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25376,109,Koffing,reverse_holo,pokemon_tcg_api,0.28,reverseHolofoil,0.1,0.28,19.98,0.28,0.25,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25377,110,Weezing,holo,pokemon_tcg_api,0.26,holofoil,0.06,0.26,38.0,0.26,0.19,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25378,110,Weezing,reverse_holo,pokemon_tcg_api,1.01,reverseHolofoil,0.52,1.14,40.0,1.01,,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25379,111,Rhyhorn,normal,pokemon_tcg_api,0.14,normal,0.01,0.16,2.07,0.14,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25380,111,Rhyhorn,reverse_holo,pokemon_tcg_api,0.29,reverseHolofoil,0.1,0.28,15.25,0.29,0.25,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25381,112,Rhydon,normal,pokemon_tcg_api,0.2,normal,0.01,0.2,2.09,0.2,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MINOR_DIFFERENCE,True,False,False,price discrepancy is diagnostic only; API remains authority
25382,112,Rhydon,reverse_holo,pokemon_tcg_api,0.28,reverseHolofoil,0.1,0.27,40.0,0.28,0.23,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25383,113,Chansey,holo,pokemon_tcg_api,0.34,holofoil,0.07,0.35,990.0,0.34,0.33,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MINOR_DIFFERENCE,True,False,False,price discrepancy is diagnostic only; API remains authority
25384,113,Chansey,reverse_holo,pokemon_tcg_api,1.51,reverseHolofoil,0.35,1.55,17.56,1.51,1.97,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25385,114,Tangela,normal,pokemon_tcg_api,0.17,normal,0.01,0.18,2.23,0.17,0.05,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25386,114,Tangela,reverse_holo,pokemon_tcg_api,0.27,reverseHolofoil,0.05,0.27,19.98,0.27,0.25,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25387,115,Kangaskhan ex,holo,pokemon_tcg_api,1.27,holofoil,0.52,1.24,50.0,1.27,1.96,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MINOR_DIFFERENCE,True,False,False,price discrepancy is diagnostic only; API remains authority
25388,116,Horsea,normal,pokemon_tcg_api,0.09,normal,0.01,0.16,25.0,0.09,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25389,116,Horsea,reverse_holo,pokemon_tcg_api,0.23,reverseHolofoil,0.1,0.25,5.0,0.23,,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25390,117,Seadra,normal,pokemon_tcg_api,0.18,normal,0.01,0.18,19.98,0.18,0.07,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25391,117,Seadra,reverse_holo,pokemon_tcg_api,0.26,reverseHolofoil,0.08,0.26,15.21,0.26,0.25,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25392,118,Goldeen,normal,pokemon_tcg_api,0.15,normal,0.01,0.15,19.98,0.15,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25393,118,Goldeen,reverse_holo,pokemon_tcg_api,0.25,reverseHolofoil,0.05,0.25,4.25,0.25,,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25394,119,Seaking,normal,pokemon_tcg_api,0.15,normal,0.01,0.18,1.69,0.15,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25395,119,Seaking,reverse_holo,pokemon_tcg_api,1.55,reverseHolofoil,0.55,1.56,16.34,1.55,1.2,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25396,120,Staryu,normal,pokemon_tcg_api,0.16,normal,0.01,0.19,19.98,0.16,0.07,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25397,120,Staryu,reverse_holo,pokemon_tcg_api,0.29,reverseHolofoil,0.05,0.3,3.69,0.29,0.28,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25398,121,Starmie,holo,pokemon_tcg_api,0.25,holofoil,0.08,0.27,19.04,0.25,0.19,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25399,121,Starmie,reverse_holo,pokemon_tcg_api,0.71,reverseHolofoil,0.45,0.81,50.0,0.71,0.69,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25400,122,Mr. Mime,holo,pokemon_tcg_api,0.31,holofoil,0.02,0.3,19.62,0.31,0.14,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25401,122,Mr. Mime,reverse_holo,pokemon_tcg_api,0.65,reverseHolofoil,0.18,0.75,50.0,0.65,0.71,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MINOR_DIFFERENCE,True,False,False,price discrepancy is diagnostic only; API remains authority
25402,123,Scyther,normal,pokemon_tcg_api,0.25,normal,0.01,0.25,19.98,0.25,0.08,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25403,123,Scyther,reverse_holo,pokemon_tcg_api,2.15,reverseHolofoil,1.0,2.21,100.0,2.15,2.97,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25404,124,Jynx ex,holo,pokemon_tcg_api,1.49,holofoil,0.5,1.48,19.99,1.49,2.5,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25405,125,Electabuzz,normal,pokemon_tcg_api,0.17,normal,0.01,0.18,18.88,0.17,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25406,125,Electabuzz,reverse_holo,pokemon_tcg_api,0.61,reverseHolofoil,0.45,0.72,17.32,0.61,1.0,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25407,126,Magmar,normal,pokemon_tcg_api,0.13,normal,0.01,0.15,20.0,0.13,0.01,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25408,126,Magmar,reverse_holo,pokemon_tcg_api,1.25,reverseHolofoil,0.75,1.44,50.0,1.25,1.72,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25409,127,Pinsir,normal,pokemon_tcg_api,0.2,normal,0.01,0.2,19.22,0.2,0.08,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25410,127,Pinsir,reverse_holo,pokemon_tcg_api,1.36,reverseHolofoil,0.44,1.44,17.24,1.36,1.76,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25411,128,Tauros,normal,pokemon_tcg_api,0.17,normal,0.01,0.2,19.98,0.17,0.08,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MINOR_DIFFERENCE,True,False,False,price discrepancy is diagnostic only; API remains authority
25412,128,Tauros,reverse_holo,pokemon_tcg_api,1.24,reverseHolofoil,0.56,1.26,50.0,1.24,1.39,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25413,129,Magikarp,normal,pokemon_tcg_api,0.22,normal,0.01,0.21,19.98,0.22,0.08,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25414,129,Magikarp,reverse_holo,pokemon_tcg_api,0.33,reverseHolofoil,0.13,0.34,18.32,0.33,0.35,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MINOR_DIFFERENCE,True,False,False,price discrepancy is diagnostic only; API remains authority
25415,130,Gyarados,holo,pokemon_tcg_api,0.29,holofoil,0.07,0.34,200.0,0.29,0.34,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25416,130,Gyarados,reverse_holo,pokemon_tcg_api,1.43,reverseHolofoil,0.85,1.62,50.0,1.43,1.76,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25417,131,Lapras,normal,pokemon_tcg_api,0.25,normal,0.03,0.25,20.0,0.25,0.08,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MATCH,True,False,False,exact identity and finish
25418,131,Lapras,reverse_holo,pokemon_tcg_api,1.91,reverseHolofoil,1.2,2.01,17.32,1.91,2.72,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MINOR_DIFFERENCE,True,False,False,price discrepancy is diagnostic only; API remains authority
25419,132,Ditto,holo,pokemon_tcg_api,0.81,holofoil,0.29,0.79,25.0,0.81,0.77,USD,2026/09/01,2026-09-01T13:02:34+00:00,3d2c8831361ecafe7cd2815caa1ed6ef4ff66fbcb917b7d4f0e06ecff2c9e4f2,MINOR_DIFFERENCE,True,False,False,price discrepancy is diagnostic only; API remains authority
