set,collector_number,language,treatment,object_type,name,scryfall_id,layout,type_line,frame_effects,promo_types,source_finish_options,finish,physical_pairing,finish_detail
HOB,67,English,Default,card,Front Porch Sentries,07bfc803-e11b-47ab-9f25-0ace7e174200,normal,Creature — Goblin Soldier,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,68,English,Default,card,Gathering of Darkness,2ce066be-e5ad-4b93-8245-1b5018990d03,normal,Sorcery,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,68,English,Default,card,Gathering of Darkness,2ce066be-e5ad-4b93-8245-1b5018990d03,normal,Sorcery,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,69,English,Default,card,Gnashing of Teeth,5d485d70-c7b9-40a4-9089-5e7f1c2b9213,normal,Sorcery,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,69,English,Default,card,Gnashing of Teeth,5d485d70-c7b9-40a4-9089-5e7f1c2b9213,normal,Sorcery,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,70,English,Default,card,"Gollum, Riddle Master",bbdc7e37-c65a-497a-92b7-a30a6e369c71,normal,Legendary Creature — Halfling Horror,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,70,English,Default,card,"Gollum, Riddle Master",bbdc7e37-c65a-497a-92b7-a30a6e369c71,normal,Legendary Creature — Halfling Horror,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,71,English,Default,card,"Gollum, Silent Slinker // Meager Meal",6cfaa182-3fec-4907-8814-b4d29c33cec3,adventure,Legendary Creature — Halfling Horror // Sorcery — Adventure,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,71,English,Default,card,"Gollum, Silent Slinker // Meager Meal",6cfaa182-3fec-4907-8814-b4d29c33cec3,adventure,Legendary Creature — Halfling Horror // Sorcery — Adventure,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,72,English,Default,card,Gollum the Abandoned,50d91ef3-6f5d-4255-8d47-be731b5dad30,normal,Legendary Creature — Halfling Horror,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,72,English,Default,card,Gollum the Abandoned,50d91ef3-6f5d-4255-8d47-be731b5dad30,normal,Legendary Creature — Halfling Horror,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,73,English,Default,card,Great Fierce Bee,9d9ef88f-d208-4788-9553-cd672b3be1fe,normal,Creature — Insect,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,73,English,Default,card,Great Fierce Bee,9d9ef88f-d208-4788-9553-cd672b3be1fe,normal,Creature — Insect,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,74,English,Default,card,Great Ugly-Looking Goblin // Clap! Snap!,c87f6004-e1cf-42b2-9647-322bc4939339,adventure,Creature — Goblin Soldier // Sorcery — Adventure,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,74,English,Default,card,Great Ugly-Looking Goblin // Clap! Snap!,c87f6004-e1cf-42b2-9647-322bc4939339,adventure,Creature — Goblin Soldier // Sorcery — Adventure,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,75,English,Default,card,Head of the Hunt,3ffe34d4-72f4-4562-a948-8909b9321e59,normal,Creature — Wolf,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,75,English,Default,card,Head of the Hunt,3ffe34d4-72f4-4562-a948-8909b9321e59,normal,Creature — Wolf,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,76,English,Default,card,Inside Information,9763bd56-fa4b-4907-ad15-c3f040c5fc0a,normal,Sorcery,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,76,English,Default,card,Inside Information,9763bd56-fa4b-4907-ad15-c3f040c5fc0a,normal,Sorcery,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,77,English,Default,card,The Master of Lake-town,3788ada6-34a9-41af-a31c-2d090550e503,normal,Legendary Creature — Human Advisor,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,77,English,Default,card,The Master of Lake-town,3788ada6-34a9-41af-a31c-2d090550e503,normal,Legendary Creature — Human Advisor,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,78,English,Default,card,Nighthowl Pursuer,d3cbe830-7e95-4019-89c4-cfb36bcf00f8,normal,Creature — Wolf,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,78,English,Default,card,Nighthowl Pursuer,d3cbe830-7e95-4019-89c4-cfb36bcf00f8,normal,Creature — Wolf,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,79,English,Default,card,Rage into the Valley,8651958c-3b94-47a9-a751-faf8f6236a42,normal,Sorcery,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,79,English,Default,card,Rage into the Valley,8651958c-3b94-47a9-a751-faf8f6236a42,normal,Sorcery,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,80,English,Default,card,Ravening Warg,ea7b5052-b343-466d-879e-2a211657ef0a,normal,Creature — Wolf,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,80,English,Default,card,Ravening Warg,ea7b5052-b343-466d-879e-2a211657ef0a,normal,Creature — Wolf,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,81,English,Default,card,Reverent Howl,16765eb2-d497-4cd6-b683-20eac2f10bbf,normal,Instant,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,81,English,Default,card,Reverent Howl,16765eb2-d497-4cd6-b683-20eac2f10bbf,normal,Instant,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,82,English,Default,card,Rhovanion Rampager,5ee45a5e-3650-47b3-8d31-6b1de9e27a14,normal,Creature — Wolf,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,82,English,Default,card,Rhovanion Rampager,5ee45a5e-3650-47b3-8d31-6b1de9e27a14,normal,Creature — Wolf,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,83,English,Default,card,The Sackville-Bagginses,ed87b471-79f9-45ec-9188-69e970f6121e,normal,Legendary Creature — Halfling Citizen,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,83,English,Default,card,The Sackville-Bagginses,ed87b471-79f9-45ec-9188-69e970f6121e,normal,Legendary Creature — Halfling Citizen,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,84,English,Default,card,Stir Up Trouble,fd145e3a-c889-4390-accb-863dbcc845ce,normal,Sorcery,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,84,English,Default,card,Stir Up Trouble,fd145e3a-c889-4390-accb-863dbcc845ce,normal,Sorcery,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,85,English,Default,card,Stony-Voiced Goblins,6fcc3699-b475-4612-884d-81bd4f21e9c1,normal,Creature — Goblin Bard,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,85,English,Default,card,Stony-Voiced Goblins,6fcc3699-b475-4612-884d-81bd4f21e9c1,normal,Creature — Goblin Bard,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,86,English,Default,card,Supper for Spiders,5b25e454-06bb-43ca-9a9f-57164f7a70c4,normal,Instant,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,86,English,Default,card,Supper for Spiders,5b25e454-06bb-43ca-9a9f-57164f7a70c4,normal,Instant,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,87,English,Default,card,"Balin, Loremaster",42d7ca7b-c983-40fd-ad57-59f6972bb375,normal,Legendary Creature — Dwarf Bard,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,87,English,Default,card,"Balin, Loremaster",42d7ca7b-c983-40fd-ad57-59f6972bb375,normal,Legendary Creature — Dwarf Bard,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,88,English,Default,card,"Bombur, Gentle Dreamer",63c317e7-432c-4817-8db4-3670a1d84be3,normal,Legendary Creature — Dwarf Bard,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,88,English,Default,card,"Bombur, Gentle Dreamer",63c317e7-432c-4817-8db4-3670a1d84be3,normal,Legendary Creature — Dwarf Bard,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,89,English,Default,card,Bothersome Noisemaker,cb25b11a-6bf5-4a9a-b60f-d4dcac3816d6,normal,Creature — Goblin Bard,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,89,English,Default,card,Bothersome Noisemaker,cb25b11a-6bf5-4a9a-b60f-d4dcac3816d6,normal,Creature — Goblin Bard,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,90,English,Default,card,"Burn, Burn, Tree and Fern",fceb1a2d-121e-49ad-acf2-1bb5aebec116,saga,Enchantment — Saga,enchantment,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,90,English,Default,card,"Burn, Burn, Tree and Fern",fceb1a2d-121e-49ad-acf2-1bb5aebec116,saga,Enchantment — Saga,enchantment,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,91,English,Default,card,Dáin Ironfoot,7112e460-9160-4535-ad94-93f1f4ac04cf,normal,Legendary Creature — Dwarf Warrior,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,91,English,Default,card,Dáin Ironfoot,7112e460-9160-4535-ad94-93f1f4ac04cf,normal,Legendary Creature — Dwarf Warrior,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,92,English,Default,card,Desert Were-Worm,fc12c22a-11ff-4fb0-bc42-dd8490b8efb7,normal,Creature — Dragon Wurm,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,92,English,Default,card,Desert Were-Worm,fc12c22a-11ff-4fb0-bc42-dd8490b8efb7,normal,Creature — Dragon Wurm,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,93,English,Default,card,Desolation of Smaug,2462358b-52c8-49b2-8d97-d65a9188f8f7,normal,Sorcery,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,93,English,Default,card,Desolation of Smaug,2462358b-52c8-49b2-8d97-d65a9188f8f7,normal,Sorcery,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,94,English,Default,card,"Dori, Bearer of Friends",d2f60ad0-c887-4585-85f8-afcf72fb80d0,normal,Legendary Creature — Dwarf Warrior,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,94,English,Default,card,"Dori, Bearer of Friends",d2f60ad0-c887-4585-85f8-afcf72fb80d0,normal,Legendary Creature — Dwarf Warrior,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,95,English,Default,card,Dwarven Mauler,bd0f0415-43af-4f5d-8999-853c5d42780d,normal,Creature — Dwarf Warrior,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,95,English,Default,card,Dwarven Mauler,bd0f0415-43af-4f5d-8999-853c5d42780d,normal,Creature — Dwarf Warrior,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,96,English,Default,card,"Gandalf, Goblins' Bane // Flameshape",9b0d29a1-7da9-4fb3-8536-8ff8d8acae0b,adventure,Legendary Creature — Avatar Wizard // Sorcery — Adventure,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,96,English,Default,card,"Gandalf, Goblins' Bane // Flameshape",9b0d29a1-7da9-4fb3-8536-8ff8d8acae0b,adventure,Legendary Creature — Avatar Wizard // Sorcery — Adventure,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,97,English,Default,card,"Gandalf, Spark Starter",7c5c6f1c-35cf-4172-b5a1-b73222b0723b,normal,Legendary Creature — Avatar Wizard,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,97,English,Default,card,"Gandalf, Spark Starter",7c5c6f1c-35cf-4172-b5a1-b73222b0723b,normal,Legendary Creature — Avatar Wizard,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,98,English,Default,card,Getaway Barrel,e4819aa6-5d28-4a37-942d-89523e30c4e1,normal,Artifact,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,98,English,Default,card,Getaway Barrel,e4819aa6-5d28-4a37-942d-89523e30c4e1,normal,Artifact,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,99,English,Default,card,Glóin the Mighty // Easy Pickings,5793b8eb-2fc5-454d-8fa2-20346fef167a,adventure,Legendary Creature — Dwarf Warrior // Sorcery — Adventure,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,99,English,Default,card,Glóin the Mighty // Easy Pickings,5793b8eb-2fc5-454d-8fa2-20346fef167a,adventure,Legendary Creature — Dwarf Warrior // Sorcery — Adventure,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,100,English,Default,card,Goblin-town Flunkies,ccff7382-8609-494c-aeee-cd1436456dd0,normal,Creature — Goblin Soldier,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,100,English,Default,card,Goblin-town Flunkies,ccff7382-8609-494c-aeee-cd1436456dd0,normal,Creature — Goblin Soldier,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,101,English,Default,card,Gundabad Opportunist,bc4a60b8-a5bb-4dbf-8d48-95caf757eac3,normal,Creature — Goblin Rogue,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,101,English,Default,card,Gundabad Opportunist,bc4a60b8-a5bb-4dbf-8d48-95caf757eac3,normal,Creature — Goblin Rogue,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,102,English,Default,card,Iron Hills Stalwart,46daa9ac-0ac7-4df9-b9d2-e03ab5b56c72,normal,Creature — Dwarf Warrior,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,102,English,Default,card,Iron Hills Stalwart,46daa9ac-0ac7-4df9-b9d2-e03ab5b56c72,normal,Creature — Dwarf Warrior,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,103,English,Default,card,Last Light of Durin's Day,df29484b-de4b-4bab-995a-7605745780d9,normal,Enchantment,enchantment,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,103,English,Default,card,Last Light of Durin's Day,df29484b-de4b-4bab-995a-7605745780d9,normal,Enchantment,enchantment,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,104,English,Default,card,The Misty Mountains Cold,3d5f35ff-4146-4844-9da5-031461cc8c05,saga,Enchantment — Saga,enchantment,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,104,English,Default,card,The Misty Mountains Cold,3d5f35ff-4146-4844-9da5-031461cc8c05,saga,Enchantment — Saga,enchantment,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,105,English,Default,card,Misty Mountains Raider,6dff14cd-b60b-48f4-9d9f-c9019b55df4c,normal,Creature — Goblin Soldier,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,105,English,Default,card,Misty Mountains Raider,6dff14cd-b60b-48f4-9d9f-c9019b55df4c,normal,Creature — Goblin Soldier,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,106,English,Default,card,Óin the Brave,9984b9ef-e81c-48f4-aa33-0504171a2d3c,normal,Legendary Creature — Dwarf Warrior,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,106,English,Default,card,Óin the Brave,9984b9ef-e81c-48f4-aa33-0504171a2d3c,normal,Legendary Creature — Dwarf Warrior,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,107,English,Default,card,Pinecone Strike,ea174cea-40e5-424e-9734-e39aae6c6b17,normal,Instant,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,107,English,Default,card,Pinecone Strike,ea174cea-40e5-424e-9734-e39aae6c6b17,normal,Instant,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,108,English,Default,card,Ragged Short Spear,7bf81a8b-52ad-49f5-a3d4-22613cad3a3d,normal,Artifact — Equipment,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,108,English,Default,card,Ragged Short Spear,7bf81a8b-52ad-49f5-a3d4-22613cad3a3d,normal,Artifact — Equipment,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,109,English,Default,card,"Smaug, the Great Calamity // Spew Flame",419ca9e5-8413-4378-a4ef-eda5a1024218,adventure,Legendary Creature — Dragon // Sorcery — Adventure,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,109,English,Default,card,"Smaug, the Great Calamity // Spew Flame",419ca9e5-8413-4378-a4ef-eda5a1024218,adventure,Legendary Creature — Dragon // Sorcery — Adventure,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,110,English,Default,card,Smaug the Magnificent,6a5d8fad-2ffd-4645-8c49-907999b6cecf,normal,Legendary Creature — Dragon,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,110,English,Default,card,Smaug the Magnificent,6a5d8fad-2ffd-4645-8c49-907999b6cecf,normal,Legendary Creature — Dragon,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,111,English,Default,card,Smaug's Fury,a16f203a-785e-4c78-9410-fb9f8a0ffa01,normal,Instant,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,111,English,Default,card,Smaug's Fury,a16f203a-785e-4c78-9410-fb9f8a0ffa01,normal,Instant,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,112,English,Default,card,Snowslope Hunter,47666099-ffb2-4d07-a801-70524dba0837,normal,Creature — Goblin Ranger,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,112,English,Default,card,Snowslope Hunter,47666099-ffb2-4d07-a801-70524dba0837,normal,Creature — Goblin Ranger,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,113,English,Default,card,Stone-Giant of High Pass,5f4f4683-ffd2-447a-932b-276f7fa17cca,normal,Creature — Giant,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,113,English,Default,card,Stone-Giant of High Pass,5f4f4683-ffd2-447a-932b-276f7fa17cca,normal,Creature — Giant,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,114,English,Default,card,"Thorin, Mountain-king",117347af-0dd7-4350-901d-8c8a81387e22,normal,Legendary Creature — Dwarf Noble,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,114,English,Default,card,"Thorin, Mountain-king",117347af-0dd7-4350-901d-8c8a81387e22,normal,Legendary Creature — Dwarf Noble,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,115,English,Default,card,Tidings of War,38c16a0a-375e-48cb-9720-dbbc08c603ae,normal,Sorcery,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,115,English,Default,card,Tidings of War,38c16a0a-375e-48cb-9720-dbbc08c603ae,normal,Sorcery,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,116,English,Default,card,Attercop,81263d5d-e402-4813-9458-161112da27ab,normal,Creature — Spider,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,116,English,Default,card,Attercop,81263d5d-e402-4813-9458-161112da27ab,normal,Creature — Spider,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,117,English,Default,card,Bejeweled Warg,e95eba5c-e0d6-46b4-a0be-8e373b2185ea,normal,Creature — Wolf,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,117,English,Default,card,Bejeweled Warg,e95eba5c-e0d6-46b4-a0be-8e373b2185ea,normal,Creature — Wolf,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,118,English,Default,card,"Beorn, Reluctant Host // Till and Tend",804589b7-3ef9-473d-97cc-c61a2d41f70d,adventure,Legendary Creature — Human Bear Shapeshifter // Sorcery — Adventure,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,118,English,Default,card,"Beorn, Reluctant Host // Till and Tend",804589b7-3ef9-473d-97cc-c61a2d41f70d,adventure,Legendary Creature — Human Bear Shapeshifter // Sorcery — Adventure,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,119,English,Default,card,Beorn the Fierce,367d5f8b-77ee-47f7-bc71-972d62c280a9,normal,Legendary Creature — Bear Shapeshifter Warrior,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,119,English,Default,card,Beorn the Fierce,367d5f8b-77ee-47f7-bc71-972d62c280a9,normal,Legendary Creature — Bear Shapeshifter Warrior,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,120,English,Default,card,Beorn's Hospitality,153ca57e-30f0-4ad7-ae9d-c55cbf0fd4c9,normal,Enchantment,enchantment,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,120,English,Default,card,Beorn's Hospitality,153ca57e-30f0-4ad7-ae9d-c55cbf0fd4c9,normal,Enchantment,enchantment,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,121,English,Default,card,Boughside Wanderers,71bec005-2925-4944-be16-2cc5eb30f5d6,normal,Creature — Elf Scout,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,121,English,Default,card,Boughside Wanderers,71bec005-2925-4944-be16-2cc5eb30f5d6,normal,Creature — Elf Scout,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,122,English,Default,card,Cantankerous Keepers,fae46a70-a6d3-4584-859d-6c7425fb1508,normal,Creature — Elf Soldier,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,122,English,Default,card,Cantankerous Keepers,fae46a70-a6d3-4584-859d-6c7425fb1508,normal,Creature — Elf Soldier,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,123,English,Default,card,Dancing from Dark to Dawn,550cd0b6-ca61-4db7-9d20-0b68c48066f9,normal,Enchantment,enchantment,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,123,English,Default,card,Dancing from Dark to Dawn,550cd0b6-ca61-4db7-9d20-0b68c48066f9,normal,Enchantment,enchantment,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,124,English,Default,card,Down in the Valley,c8aa5179-475b-4cc8-b21e-205b475eb4cf,saga,Enchantment — Saga,enchantment,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,124,English,Default,card,Down in the Valley,c8aa5179-475b-4cc8-b21e-205b475eb4cf,saga,Enchantment — Saga,enchantment,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,125,English,Default,card,"Galion, Elvenking's Butler",985bd676-58c4-42c7-a570-1b413e9aa94c,normal,Legendary Creature — Elf Advisor,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,125,English,Default,card,"Galion, Elvenking's Butler",985bd676-58c4-42c7-a570-1b413e9aa94c,normal,Legendary Creature — Elf Advisor,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,126,English,Default,card,Gigantic Big Bear,7d6ece3d-8e7a-41ad-974f-3c9748de4825,normal,Creature — Bear,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,126,English,Default,card,Gigantic Big Bear,7d6ece3d-8e7a-41ad-974f-3c9748de4825,normal,Creature — Bear,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,127,English,Default,card,Guardian of the Halls,4265caec-8c28-44cd-8e6b-90b5af926d3c,normal,Creature — Elf Soldier,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,127,English,Default,card,Guardian of the Halls,4265caec-8c28-44cd-8e6b-90b5af926d3c,normal,Creature — Elf Soldier,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,128,English,Default,card,Little Bear,8a50858a-33b5-4c45-9c31-5956ae5a33a6,normal,Creature — Bear,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,128,English,Default,card,Little Bear,8a50858a-33b5-4c45-9c31-5956ae5a33a6,normal,Creature — Bear,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,129,English,Default,card,Mirkwood Pathmaker,50fbedc0-bc66-4ffb-87f6-a2df69995091,normal,Creature — Elf Ranger,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,129,English,Default,card,Mirkwood Pathmaker,50fbedc0-bc66-4ffb-87f6-a2df69995091,normal,Creature — Elf Ranger,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,130,English,Default,card,Nasty Little Rabbit,96bc7d25-2828-478a-8fe5-a1f4ede8c9c0,normal,Creature — Rabbit,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,130,English,Default,card,Nasty Little Rabbit,96bc7d25-2828-478a-8fe5-a1f4ede8c9c0,normal,Creature — Rabbit,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,131,English,Default,card,The Notary Hobbits,d876315f-b269-4254-a517-905c6e927462,normal,Legendary Creature — Halfling Advisor,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,131,English,Default,card,The Notary Hobbits,d876315f-b269-4254-a517-905c6e927462,normal,Legendary Creature — Halfling Advisor,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,132,English,Default,card,Old Fat Spider,e0c0f842-40fe-4776-a988-a35216bcfd47,normal,Creature — Spider,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,132,English,Default,card,Old Fat Spider,e0c0f842-40fe-4776-a988-a35216bcfd47,normal,Creature — Spider,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,133,English,Default,card,Ordinary Bear,0feb9817-56e1-465a-851c-b2fe202aa8ae,normal,Creature — Bear,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,133,English,Default,card,Ordinary Bear,0feb9817-56e1-465a-851c-b2fe202aa8ae,normal,Creature — Bear,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,134,English,Default,card,Part in Friendship,b4ff1eac-6d97-40ab-9b7c-c2fdca0917d9,normal,Enchantment,enchantment,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,134,English,Default,card,Part in Friendship,b4ff1eac-6d97-40ab-9b7c-c2fdca0917d9,normal,Enchantment,enchantment,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,135,English,Default,card,Quarrel,5900a0b4-aa89-4019-94c9-7e9ea3b4792e,normal,Instant,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
