set,collector_number,language,treatment,object_type,name,scryfall_id,layout,type_line,frame_effects,promo_types,source_finish_options,finish,physical_pairing,finish_detail
HOB,135,English,Default,card,Quarrel,5900a0b4-aa89-4019-94c9-7e9ea3b4792e,normal,Instant,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,136,English,Default,card,Radagast of Rhosgobel,5741bbad-a6e4-45e0-b827-73f48c9975bf,normal,Legendary Creature — Avatar Wizard,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,136,English,Default,card,Radagast of Rhosgobel,5741bbad-a6e4-45e0-b827-73f48c9975bf,normal,Legendary Creature — Avatar Wizard,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,137,English,Default,card,Through the Forest Gate,880adfc8-69cf-4062-a804-e65b6cb6056d,normal,Sorcery,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,137,English,Default,card,Through the Forest Gate,880adfc8-69cf-4062-a804-e65b6cb6056d,normal,Sorcery,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,138,English,Default,card,Troll Negotiations,ca0f7bf4-b8a2-4ec4-ad7e-b639de9fa76a,normal,Sorcery,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,138,English,Default,card,Troll Negotiations,ca0f7bf4-b8a2-4ec4-ad7e-b639de9fa76a,normal,Sorcery,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,139,English,Default,card,Warg Tactics,b06d9cee-bb0f-4fe7-ab2a-b55d36461aec,normal,Instant,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,139,English,Default,card,Warg Tactics,b06d9cee-bb0f-4fe7-ab2a-b55d36461aec,normal,Instant,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,140,English,Default,card,Wargling,1ccbf823-846f-4f09-9c67-1deebb5d1d92,normal,Creature — Wolf,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,140,English,Default,card,Wargling,1ccbf823-846f-4f09-9c67-1deebb5d1d92,normal,Creature — Wolf,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,141,English,Default,card,Wilderland Scrounger,63078f42-f404-4c61-86be-45d934393b0a,normal,Creature — Wolf,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,141,English,Default,card,Wilderland Scrounger,63078f42-f404-4c61-86be-45d934393b0a,normal,Creature — Wolf,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,142,English,Default,card,Wood Elves,2476e42b-b209-4207-8ed9-cb668f89b218,normal,Creature — Elf Scout,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,142,English,Default,card,Wood Elves,2476e42b-b209-4207-8ed9-cb668f89b218,normal,Creature — Elf Scout,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,143,English,Default,card,Woodland Weavemaster,fe2b4bcf-56de-44d3-83af-aeb27f82c25e,normal,Creature — Elf Druid,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,143,English,Default,card,Woodland Weavemaster,fe2b4bcf-56de-44d3-83af-aeb27f82c25e,normal,Creature — Elf Druid,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,144,English,Default,card,"Bard, King of Dale",c05c2aa6-29c7-40f8-872e-91099b9225c4,normal,Legendary Creature — Human Noble Archer,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,144,English,Default,card,"Bard, King of Dale",c05c2aa6-29c7-40f8-872e-91099b9225c4,normal,Legendary Creature — Human Noble Archer,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,145,English,Default,card,Bard the Bowman,0b84e232-428c-424a-848c-ef95debc6e50,normal,Legendary Creature — Human Archer,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,145,English,Default,card,Bard the Bowman,0b84e232-428c-424a-848c-ef95debc6e50,normal,Legendary Creature — Human Archer,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,146,English,Default,card,Bard's Company,d14aa2ff-7bbd-47a6-8e36-481e56302a62,normal,Creature — Human Citizen,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,146,English,Default,card,Bard's Company,d14aa2ff-7bbd-47a6-8e36-481e56302a62,normal,Creature — Human Citizen,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,147,English,Default,card,"Bifur, Melodic Rider",ee88cc80-8fbf-451c-b2b8-09158426c26a,normal,Legendary Creature — Dwarf Bard,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,147,English,Default,card,"Bifur, Melodic Rider",ee88cc80-8fbf-451c-b2b8-09158426c26a,normal,Legendary Creature — Dwarf Bard,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,148,English,Default,card,Bolg of the North,7b2d2a7f-88e0-45a9-8579-a6736bcd66eb,normal,Legendary Creature — Goblin Soldier,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,148,English,Default,card,Bolg of the North,7b2d2a7f-88e0-45a9-8579-a6736bcd66eb,normal,Legendary Creature — Goblin Soldier,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,149,English,Default,card,Bolg's Company,ea3f5644-f7e3-40de-ada5-cea2e9113cfb,normal,Creature — Goblin Soldier,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,149,English,Default,card,Bolg's Company,ea3f5644-f7e3-40de-ada5-cea2e9113cfb,normal,Creature — Goblin Soldier,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,150,English,Default,card,The Chief Warg,c397a298-bf7f-49d7-a26a-206ccf9e8120,normal,Legendary Creature — Wolf,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,150,English,Default,card,The Chief Warg,c397a298-bf7f-49d7-a26a-206ccf9e8120,normal,Legendary Creature — Wolf,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,151,English,Default,card,Chief Warg's Company,bbc634af-63d2-444a-8123-85f16fe3e364,normal,Creature — Wolf,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,151,English,Default,card,Chief Warg's Company,bbc634af-63d2-444a-8123-85f16fe3e364,normal,Creature — Wolf,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,152,English,Default,card,Dáin's Company,36db4405-8589-481f-b627-f26087488337,normal,Creature — Dwarf Warrior,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,152,English,Default,card,Dáin's Company,36db4405-8589-481f-b627-f26087488337,normal,Creature — Dwarf Warrior,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,153,English,Default,card,Duskwatch Hunter,3685c783-d837-4466-a960-ab3098db64c3,normal,Creature — Wolf,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,153,English,Default,card,Duskwatch Hunter,3685c783-d837-4466-a960-ab3098db64c3,normal,Creature — Wolf,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,154,English,Default,card,"Dwalin, Weaponmaster",196d9287-a37d-4b27-a83b-a5489a54f081,normal,Legendary Creature — Dwarf Warrior,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,154,English,Default,card,"Dwalin, Weaponmaster",196d9287-a37d-4b27-a83b-a5489a54f081,normal,Legendary Creature — Dwarf Warrior,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,155,English,Default,card,Eagle's Rescue,12c8f2cc-ac9d-4cf6-9025-efe366b4e07f,normal,Enchantment — Aura,enchantment,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,155,English,Default,card,Eagle's Rescue,12c8f2cc-ac9d-4cf6-9025-efe366b4e07f,normal,Enchantment — Aura,enchantment,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,156,English,Default,card,Fearsome Goblin Pair,2efe2dc7-3eaa-47f6-b1ae-f974c4a8ae79,normal,Creature — Goblin Soldier,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,156,English,Default,card,Fearsome Goblin Pair,2efe2dc7-3eaa-47f6-b1ae-f974c4a8ae79,normal,Creature — Goblin Soldier,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,157,English,Default,card,Goblin Plate Mail,cb982607-da37-4894-91a5-cf6307d4d703,normal,Artifact — Equipment,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,157,English,Default,card,Goblin Plate Mail,cb982607-da37-4894-91a5-cf6307d4d703,normal,Artifact — Equipment,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,158,English,Default,card,The Great Goblin,78d8f53e-537d-4eaa-99e3-cac57fa53d22,normal,Legendary Creature — Goblin Noble,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,158,English,Default,card,The Great Goblin,78d8f53e-537d-4eaa-99e3-cac57fa53d22,normal,Legendary Creature — Goblin Noble,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,159,English,Default,card,Large Bear,50202288-f433-4b56-8f60-349bda7b4f6b,normal,Creature — Bear,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,159,English,Default,card,Large Bear,50202288-f433-4b56-8f60-349bda7b4f6b,normal,Creature — Bear,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,160,English,Default,card,Mirkwood Nurturer,704b45e4-566e-40f6-a33a-9151018b44e5,normal,Creature — Elf Ranger,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,160,English,Default,card,Mirkwood Nurturer,704b45e4-566e-40f6-a33a-9151018b44e5,normal,Creature — Elf Ranger,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,161,English,Default,card,"Nori, Teller of Tales",b05adb48-980c-49a0-9ce6-7c7f3f20715d,normal,Legendary Creature — Dwarf Bard,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,161,English,Default,card,"Nori, Teller of Tales",b05adb48-980c-49a0-9ce6-7c7f3f20715d,normal,Legendary Creature — Dwarf Bard,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,162,English,Default,card,Patient Instructor,e4800508-8bb9-41bb-8712-b55fba7a80a5,normal,Creature — Human Citizen,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,162,English,Default,card,Patient Instructor,e4800508-8bb9-41bb-8712-b55fba7a80a5,normal,Creature — Human Citizen,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,163,English,Default,card,Silvan Reveler,c71b74fb-fb0c-4953-b536-7a3f283c6918,normal,Creature — Elf Citizen,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,163,English,Default,card,Silvan Reveler,c71b74fb-fb0c-4953-b536-7a3f283c6918,normal,Creature — Elf Citizen,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,164,English,Default,card,"Smaug, Wicked Worm",19cc91f0-e724-41ac-b6d8-9a293bd63b42,normal,Legendary Creature — Dragon,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,164,English,Default,card,"Smaug, Wicked Worm",19cc91f0-e724-41ac-b6d8-9a293bd63b42,normal,Legendary Creature — Dragon,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,165,English,Default,card,Thorin Oakenshield,c7e18609-d1ed-4829-be11-f2ce2cfcbc49,normal,Legendary Creature — Dwarf Noble,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,165,English,Default,card,Thorin Oakenshield,c7e18609-d1ed-4829-be11-f2ce2cfcbc49,normal,Legendary Creature — Dwarf Noble,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,166,English,Default,card,"Thranduil, Sindarin Liege // Silvan Rally",481870ee-d1f7-421b-86e1-570ea933bbbc,adventure,Legendary Creature — Elf Noble // Sorcery — Adventure,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,166,English,Default,card,"Thranduil, Sindarin Liege // Silvan Rally",481870ee-d1f7-421b-86e1-570ea933bbbc,adventure,Legendary Creature — Elf Noble // Sorcery — Adventure,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,167,English,Default,card,"Thranduil, the Elvenking",fe2fe8fa-3b99-44c1-bab9-922e5c864952,normal,Legendary Creature — Elf Noble,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,167,English,Default,card,"Thranduil, the Elvenking",fe2fe8fa-3b99-44c1-bab9-922e5c864952,normal,Legendary Creature — Elf Noble,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,168,English,Default,card,Thranduil's Company,abdb9d4e-e6ca-409b-b589-0cf71724340b,normal,Creature — Elf Soldier,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,168,English,Default,card,Thranduil's Company,abdb9d4e-e6ca-409b-b589-0cf71724340b,normal,Creature — Elf Soldier,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,169,English,Default,card,"Tom, Bert, and William",211a9764-3c60-46ba-bb53-e6692640ec8f,normal,Legendary Creature — Troll,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,169,English,Default,card,"Tom, Bert, and William",211a9764-3c60-46ba-bb53-e6692640ec8f,normal,Legendary Creature — Troll,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,170,English,Default,card,The Arkenstone // Seek the Heart,a56a88ba-fcfa-4b56-bdae-a080b297b871,adventure,Legendary Artifact // Sorcery — Adventure,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,170,English,Default,card,The Arkenstone // Seek the Heart,a56a88ba-fcfa-4b56-bdae-a080b297b871,adventure,Legendary Artifact // Sorcery — Adventure,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,171,English,Default,card,The Black Arrow,ab181190-d53d-4972-8cd5-8e54b45f2276,normal,Legendary Artifact — Equipment,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,171,English,Default,card,The Black Arrow,ab181190-d53d-4972-8cd5-8e54b45f2276,normal,Legendary Artifact — Equipment,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,172,English,Default,card,Dwarven Mattock,92c6f09d-b525-4e8c-a87c-a74df9dc3b1e,normal,Artifact — Equipment,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,172,English,Default,card,Dwarven Mattock,92c6f09d-b525-4e8c-a87c-a74df9dc3b1e,normal,Artifact — Equipment,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,173,English,Default,card,Giant's Boulder,ce254758-c928-4b43-a952-13fac1845668,normal,Artifact,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,173,English,Default,card,Giant's Boulder,ce254758-c928-4b43-a952-13fac1845668,normal,Artifact,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,174,English,Default,card,"Glamdring, Foe-hammer // Gleam of Death",a5cfbfde-783e-46ca-b3cf-11f16209d6cb,adventure,Legendary Artifact — Equipment // Sorcery — Adventure,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,174,English,Default,card,"Glamdring, Foe-hammer // Gleam of Death",a5cfbfde-783e-46ca-b3cf-11f16209d6cb,adventure,Legendary Artifact — Equipment // Sorcery — Adventure,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,175,English,Default,card,Key to the Side-Door,898c14a2-d897-4341-83ed-eee666df9648,normal,Artifact,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,175,English,Default,card,Key to the Side-Door,898c14a2-d897-4341-83ed-eee666df9648,normal,Artifact,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,176,English,Default,card,My Precious // Allure of Power,15ae4d50-be2f-412c-bb6b-b0a06b60474a,adventure,Legendary Artifact — Equipment // Instant — Adventure,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,176,English,Default,card,My Precious // Allure of Power,15ae4d50-be2f-412c-bb6b-b0a06b60474a,adventure,Legendary Artifact — Equipment // Instant — Adventure,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,177,English,Default,card,"Orcrist, Goblin-cleaver",f54f1c1d-6a22-43e9-a842-0a1ae25b323c,normal,Legendary Artifact — Equipment,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,177,English,Default,card,"Orcrist, Goblin-cleaver",f54f1c1d-6a22-43e9-a842-0a1ae25b323c,normal,Legendary Artifact — Equipment,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,178,English,Default,card,"Sting, Bilbo's Sword",d6a8d698-c454-42c4-ad4e-9a7625d5569f,normal,Legendary Artifact — Equipment,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,178,English,Default,card,"Sting, Bilbo's Sword",d6a8d698-c454-42c4-ad4e-9a7625d5569f,normal,Legendary Artifact — Equipment,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,179,English,Default,card,Thrór's Map,ad0dba36-d056-4bc1-987a-391da26ad267,normal,Legendary Artifact,legendary,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,179,English,Default,card,Thrór's Map,ad0dba36-d056-4bc1-987a-391da26ad267,normal,Legendary Artifact,legendary,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,180,English,Default,card,Well-Worn Spatula,659b687f-4068-496f-81b2-7b606bf07ec1,normal,Artifact — Equipment,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,180,English,Default,card,Well-Worn Spatula,659b687f-4068-496f-81b2-7b606bf07ec1,normal,Artifact — Equipment,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,181,English,Default,card,Elven Passage,dd1fd2ab-2565-4798-a832-fc849df82f74,normal,Land,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,181,English,Default,card,Elven Passage,dd1fd2ab-2565-4798-a832-fc849df82f74,normal,Land,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,182,English,Default,card,Elvenking's Halls,cd477096-41b1-4907-9cb3-852cb22c9ba2,normal,Land,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,182,English,Default,card,Elvenking's Halls,cd477096-41b1-4907-9cb3-852cb22c9ba2,normal,Land,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,183,English,Default,card,Goblin-town,d76df9d0-56cf-4351-a5e8-e6ae6fc791d1,normal,Land,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,183,English,Default,card,Goblin-town,d76df9d0-56cf-4351-a5e8-e6ae6fc791d1,normal,Land,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,184,English,Default,card,Hobbit Hole,0365c439-30bf-4d32-a791-166751bdb996,normal,Land,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,184,English,Default,card,Hobbit Hole,0365c439-30bf-4d32-a791-166751bdb996,normal,Land,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,185,English,Default,card,Iron Hills,78045c43-5cbe-48ff-837d-e7c6baac2937,normal,Land,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,185,English,Default,card,Iron Hills,78045c43-5cbe-48ff-837d-e7c6baac2937,normal,Land,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,186,English,Default,card,Lake-town,2fbd0584-81a7-4c47-8af1-1c8635899a97,normal,Land,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,186,English,Default,card,Lake-town,2fbd0584-81a7-4c47-8af1-1c8635899a97,normal,Land,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,187,English,Default,card,The Lonely Mountain,b39ebc4d-a01a-4401-ab3a-bf6142c93b47,normal,Land — Mountain,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,187,English,Default,card,The Lonely Mountain,b39ebc4d-a01a-4401-ab3a-bf6142c93b47,normal,Land — Mountain,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,188,English,Default,card,Mirkwood,612cf954-f86c-4629-99df-4874d56fded3,normal,Land,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,188,English,Default,card,Mirkwood,612cf954-f86c-4629-99df-4874d56fded3,normal,Land,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,189,English,Default,card,Plains,7b7c408b-8660-4db5-9a16-5003c11b4ac1,normal,Basic Land — Plains,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,189,English,Default,card,Plains,7b7c408b-8660-4db5-9a16-5003c11b4ac1,normal,Basic Land — Plains,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,190,English,Default,card,Island,c6aa89a8-3584-4906-b9a9-41ef2f021f8e,normal,Basic Land — Island,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,190,English,Default,card,Island,c6aa89a8-3584-4906-b9a9-41ef2f021f8e,normal,Basic Land — Island,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,191,English,Default,card,Swamp,4031e5e4-e573-4130-8d20-4a606edef0a0,normal,Basic Land — Swamp,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,191,English,Default,card,Swamp,4031e5e4-e573-4130-8d20-4a606edef0a0,normal,Basic Land — Swamp,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,192,English,Default,card,Mountain,c49d378e-9549-4320-b3c6-1aeb216d1e98,normal,Basic Land — Mountain,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,192,English,Default,card,Mountain,c49d378e-9549-4320-b3c6-1aeb216d1e98,normal,Basic Land — Mountain,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,193,English,Default,card,Forest,c3e84b42-5423-4d4d-b8fc-cfbb2c53a4ca,normal,Basic Land — Forest,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,193,English,Default,card,Forest,c3e84b42-5423-4d4d-b8fc-cfbb2c53a4ca,normal,Basic Land — Forest,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,194,English,Default,card,Plains,24dc369c-020a-4115-a4bb-d60a44de64e3,normal,Basic Land — Plains,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,194,English,Default,card,Plains,24dc369c-020a-4115-a4bb-d60a44de64e3,normal,Basic Land — Plains,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,195,English,Default,card,Island,739aaaac-c424-4ea7-a084-62a6fc0438b0,normal,Basic Land — Island,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,195,English,Default,card,Island,739aaaac-c424-4ea7-a084-62a6fc0438b0,normal,Basic Land — Island,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,196,English,Default,card,Swamp,c5f590a3-9993-4ac4-a93c-1beb44eda17b,normal,Basic Land — Swamp,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,196,English,Default,card,Swamp,c5f590a3-9993-4ac4-a93c-1beb44eda17b,normal,Basic Land — Swamp,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,197,English,Default,card,Mountain,51acfb01-4b0b-48fc-9704-a9b4a1e43a23,normal,Basic Land — Mountain,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,197,English,Default,card,Mountain,51acfb01-4b0b-48fc-9704-a9b4a1e43a23,normal,Basic Land — Mountain,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,198,English,Default,card,Forest,5f533364-0f91-4e49-aaeb-83c4c1f6d316,normal,Basic Land — Forest,,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,198,English,Default,card,Forest,5f533364-0f91-4e49-aaeb-83c4c1f6d316,normal,Basic Land — Forest,,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,199,English,Middle-earth Classic Artist,card,Troop of Ponies,6cbcd606-b864-4b81-9596-e7788befdd1f,normal,Creature — Horse,inverted,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,199,English,Middle-earth Classic Artist,card,Troop of Ponies,6cbcd606-b864-4b81-9596-e7788befdd1f,normal,Creature — Horse,inverted,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,200,English,Middle-earth Classic Artist,card,Rage into the Valley,349d7464-e778-4a24-a528-d31d36ff4799,normal,Sorcery,inverted,universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,200,English,Middle-earth Classic Artist,card,Rage into the Valley,349d7464-e778-4a24-a528-d31d36ff4799,normal,Sorcery,inverted,universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,201,English,Middle-earth Classic Artist,card,The Great Goblin,720ae752-c3a7-4bc0-bc0f-a9772bea3960,normal,Legendary Creature — Goblin Noble,"legendary,inverted",universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,201,English,Middle-earth Classic Artist,card,The Great Goblin,720ae752-c3a7-4bc0-bc0f-a9772bea3960,normal,Legendary Creature — Goblin Noble,"legendary,inverted",universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,202,English,Middle-earth Classic Artist,card,Thorin Oakenshield,b6d8d14d-4713-40ea-9509-81ce68b2184d,normal,Legendary Creature — Dwarf Noble,"legendary,inverted",universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,202,English,Middle-earth Classic Artist,card,Thorin Oakenshield,b6d8d14d-4713-40ea-9509-81ce68b2184d,normal,Legendary Creature — Dwarf Noble,"legendary,inverted",universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,203,English,Middle-earth Classic Artist,card,"Gandalf, Spark Starter",ccf2923e-5358-4e40-bc64-2953ac2d1692,normal,Legendary Creature — Avatar Wizard,"legendary,inverted",universesbeyond,foil|nonfoil,nonfoil,,nonfoil
HOB,203,English,Middle-earth Classic Artist,card,"Gandalf, Spark Starter",ccf2923e-5358-4e40-bc64-2953ac2d1692,normal,Legendary Creature — Avatar Wizard,"legendary,inverted",universesbeyond,foil|nonfoil,foil,,traditional_foil_or_foil_unspecified
HOB,204,English,Middle-earth Classic Artist,card,"Glamdring, Foe-hammer // Gleam of Death",53cd94e9-6006-4d43-8032-7920103740fa,adventure,Legendary Artifact — Equipment // Sorcery — Adventure,"legendary,inverted",universesbeyond,foil|nonfoil,nonfoil,,nonfoil
