idProduct,idMetacard,product_name,matched_collector_number,matched_canonical_id,matched_card_name,numbered_identity_status,finish_scope,compatible_finishes,finish_mapping_status,mapping_status,mapping_confidence,mapping_method,mapping_evidence,notes,authoritative_mapping_would_apply
719502,421139,Poliwag [Bubble | 151],060,23415,Poliwag,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=poliwag; attack_signature=bubble; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719503,421140,Poliwhirl [Wave Splash | Frog Hop],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=poliwhirl; attack_signature=wave splash | frog hop; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719504,421141,Poliwrath [Bubble Beam | Heroic Punch],062,23417,Poliwrath,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=poliwrath; attack_signature=bubble beam | heroic punch; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719505,421142,Abra [Psyshot],063,23418,Abra,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=abra; attack_signature=psyshot; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719506,421143,Kadabra [Teleportation Attack],064,23419,Kadabra,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=kadabra; attack_signature=teleportation attack; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719507,421144,Alakazam ex [Mind Jack | Dimensional Hand],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=alakazam ex; attack_signature=mind jack | dimensional hand; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719508,421145,Machop [Mountain Mashing | Punch],066,23421,Machop,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=machop; attack_signature=mountain mashing | punch; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719509,421146,Machoke [Mountain Ramming],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=machoke; attack_signature=mountain ramming; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719510,421147,Machamp [Guts | Mountain Chopping],068,23423,Machamp,EXACT,multiple,"[""holo"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=machamp; attack_signature=guts | mountain chopping; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719511,421148,Bellsprout [Cut | Bind Down],069,23424,Bellsprout,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=bellsprout; attack_signature=cut | bind down; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719512,421149,Weepinbell [Cut | Spray Fluid],070,23425,Weepinbell,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=weepinbell; attack_signature=cut | spray fluid; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719513,421150,Victreebel [Spit Up | Slow-Acting Acid],071,23426,Victreebel,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=victreebel; attack_signature=spit up | slow acting acid; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719514,421151,Tentacool [Tingle | Watering],072,23427,Tentacool,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=tentacool; attack_signature=tingle | watering; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719515,421152,Tentacruel [Poisonous Whip | Tentacular Panic],073,23428,Tentacruel,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=tentacruel; attack_signature=poisonous whip | tentacular panic; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719516,421153,Geodude [Stiffen | Knuckle Punch],074,23429,Geodude,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=geodude; attack_signature=stiffen | knuckle punch; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719517,421154,Graveler [Rock Cannon | Heavy Impact],075,23430,Graveler,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=graveler; attack_signature=rock cannon | heavy impact; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719518,421155,Golem ex [Dynamic Roll | Rock Blaster],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=golem ex; attack_signature=dynamic roll | rock blaster; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719519,421156,Ponyta [Collect | Flop],077,23432,Ponyta,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=ponyta; attack_signature=collect | flop; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719520,421157,Rapidash [Singe | Mach Turn],078,23433,Rapidash,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=rapidash; attack_signature=singe | mach turn; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719521,421158,Slowpoke [Sea Bathing | Headbutt],079,23434,Slowpoke,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=slowpoke; attack_signature=sea bathing | headbutt; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719522,421159,Slowbro [Big Yawn | Laid-Back Tackle],080,23435,Slowbro,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=slowbro; attack_signature=big yawn | laid back tackle; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719523,421160,Magnemite [Tiny Charge | Big Explosion],081,23436,Magnemite,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=magnemite; attack_signature=tiny charge | big explosion; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719524,421161,Magneton [Junk Magnet | Head Bolt],082,23437,Magneton,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=magneton; attack_signature=junk magnet | head bolt; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719525,421162,Farfetch'd [Package Deal | Leek Clobber],083,23438,Farfetch’d,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=farfetch d; attack_signature=package deal | leek clobber; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719526,421163,Doduo [Reckless Charge],084,23439,Doduo,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=doduo; attack_signature=reckless charge; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719527,421164,Dodrio [Zooming Draw | Ballistic Beak],085,23440,Dodrio,EXACT,multiple,"[""holo"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=dodrio; attack_signature=zooming draw | ballistic beak; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719528,421165,Seel [Chilly],086,23441,Seel,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=seel; attack_signature=chilly; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719529,421166,Dewgong [Dual Splash | Aurora Beam],087,23442,Dewgong,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=dewgong; attack_signature=dual splash | aurora beam; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719530,421167,Grimer [Gummy Press],088,23443,Grimer,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=grimer; attack_signature=gummy press; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719531,421168,Muk [Sticky Jail | Sludge Bomb],089,23444,Muk,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=muk; attack_signature=sticky jail | sludge bomb; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719543,421169,Shellder [Shell Press],090,23445,Shellder,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=shellder; attack_signature=shell press; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719544,421170,Cloyster [Protect Charge],091,23446,Cloyster,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=cloyster; attack_signature=protect charge; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719545,421171,Gastly [Suffocating Gas],092,23447,Gastly,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=gastly; attack_signature=suffocating gas; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719546,421172,Haunter [Spirit Return | Mumble],093,23448,Haunter,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=haunter; attack_signature=spirit return | mumble; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719547,421173,Gengar [Poltergeist | Hollow Dive],094,23449,Gengar,EXACT,multiple,"[""holo"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=gengar; attack_signature=poltergeist | hollow dive; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719548,421174,Onix [Thumpalanche | Heavy Impact],095,23450,Onix,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=onix; attack_signature=thumpalanche | heavy impact; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719549,421175,Drowzee [Zen Headbutt],096,23451,Drowzee,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=drowzee; attack_signature=zen headbutt; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719550,421176,Hypno [Here for Hypnosis | Super Psy Bolt],097,23452,Hypno,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=hypno; attack_signature=here for hypnosis | super psy bolt; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719551,421177,Krabby [Salt Water | Crabhammer],098,23453,Krabby,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=krabby; attack_signature=salt water | crabhammer; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719552,421178,Kingler [Hammer Arm | Guillotine],099,23454,Kingler,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=kingler; attack_signature=hammer arm | guillotine; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719553,421179,Voltorb [Tumbling Attack],100,23455,Voltorb,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=voltorb; attack_signature=tumbling attack; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719554,421180,Electrode [Bang Boom Chain | Electro Ball],101,23456,Electrode,EXACT,multiple,"[""holo"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=electrode; attack_signature=bang boom chain | electro ball; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719555,421181,Exeggcute [Ball Roll],102,23457,Exeggcute,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=exeggcute; attack_signature=ball roll; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719556,421182,Exeggutor [Psychic | Hammer In],103,23458,Exeggutor,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=exeggutor; attack_signature=psychic | hammer in; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719557,421183,Cubone [Cheering Bone | Hit Twice],104,23459,Cubone,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=cubone; attack_signature=cheering bone | hit twice; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719558,421184,Marowak [Bone Throw | Boundless Power],105,23460,Marowak,EXACT,multiple,"[""holo"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=marowak; attack_signature=bone throw | boundless power; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719559,421185,Hitmonlee [Twister Kick | Low Kick],106,23461,Hitmonlee,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=hitmonlee; attack_signature=twister kick | low kick; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719560,421186,Hitmonchan [Counterattack | Excited Punch],107,23462,Hitmonchan,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=hitmonchan; attack_signature=counterattack | excited punch; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719561,421187,Lickitung [Tongue-Tied],108,23463,Lickitung,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=lickitung; attack_signature=tongue tied; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719562,421188,Koffing [Suspicious Gas],109,23464,Koffing,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=koffing; attack_signature=suspicious gas; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719563,421189,Weezing [Let's Have a Blast | Spinning Fumes],110,23465,Weezing,EXACT,multiple,"[""holo"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=weezing; attack_signature=let s have a blast | spinning fumes; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719564,421190,Rhyhorn [Push Down | Boulder Crush],111,23466,Rhyhorn,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=rhyhorn; attack_signature=push down | boulder crush; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719565,421191,Rhydon [Wrack Down | Charismatic Drill],112,23467,Rhydon,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=rhydon; attack_signature=wrack down | charismatic drill; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719566,421192,Chansey [Lucky Bonus | Gentle Slap],113,23468,Chansey,EXACT,multiple,"[""holo"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=chansey; attack_signature=lucky bonus | gentle slap; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719567,421193,Tangela [Tactful Tangling],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=tangela; attack_signature=tactful tangling; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719568,421194,Kangaskhan ex [Triple Draw | Incessant Punching],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=kangaskhan ex; attack_signature=triple draw | incessant punching; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719569,421195,Horsea [Rain Splash | Sharp Fin],116,23471,Horsea,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=horsea; attack_signature=rain splash | sharp fin; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719570,421196,Seadra [Blinding Ink],117,23472,Seadra,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=seadra; attack_signature=blinding ink; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719571,421197,Goldeen [Triple Strike | Sprinkle Water],118,23473,Goldeen,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=goldeen; attack_signature=triple strike | sprinkle water; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719572,421198,Seaking [Swim Freely | Aqua Horn],119,23474,Seaking,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=seaking; attack_signature=swim freely | aqua horn; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719573,421199,Staryu [Swift],120,23475,Staryu,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=staryu; attack_signature=swift; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719574,421200,Starmie [Mysterious Comet | Speed Attack],121,23476,Starmie,EXACT,multiple,"[""holo"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=starmie; attack_signature=mysterious comet | speed attack; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719575,421201,Mr. Mime [Mimic Barrier | Psypower],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=mr mime; attack_signature=mimic barrier | psypower; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719576,421202,Scyther [Helpful Slash | Slicing Blade],123,23478,Scyther,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=scyther; attack_signature=helpful slash | slicing blade; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719577,421203,Jynx ex [Heart-Stopping Kiss | Icy Wind],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=jynx ex; attack_signature=heart stopping kiss | icy wind; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719578,421204,Electabuzz [Electro Combo | Light Punch],125,23480,Electabuzz,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=electabuzz; attack_signature=electro combo | light punch; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
