idProduct,idMetacard,product_name,matched_collector_number,matched_canonical_id,matched_card_name,numbered_identity_status,finish_scope,compatible_finishes,finish_mapping_status,mapping_status,mapping_confidence,mapping_method,mapping_evidence,notes,authoritative_mapping_would_apply
719579,421205,Magmar [Live Coal | Flare Combo],126,23481,Magmar,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=magmar; attack_signature=live coal | flare combo; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719580,421206,Pinsir [Vise Grip | Reckless Throw],127,23482,Pinsir,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=pinsir; attack_signature=vise grip | reckless throw; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719581,421207,Tauros [Gather the Crew | Rage],128,23483,Tauros,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=tauros; attack_signature=gather the crew | rage; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719582,421208,Magikarp [Splashy Splash],129,23484,Magikarp,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=magikarp; attack_signature=splashy splash; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719583,421209,Gyarados [Untamed One | Hyper Beam],130,23485,Gyarados,EXACT,multiple,"[""holo"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=gyarados; attack_signature=untamed one | hyper beam; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719584,421210,Lapras [Hop on My Back | Aqua Edge],131,23486,Lapras,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=lapras; attack_signature=hop on my back | aqua edge; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719585,421211,Ditto [Transformative Start | Splup],132,23487,Ditto,EXACT,multiple,"[""holo"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=ditto; attack_signature=transformative start | splup; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719586,421212,Eevee [Colorful Friends | Skip],133,23488,Eevee,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=eevee; attack_signature=colorful friends | skip; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719587,421213,Vaporeon [Spiral Drain | Fighting Whirlpool],134,23489,Vaporeon,EXACT,multiple,"[""holo"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=vaporeon; attack_signature=spiral drain | fighting whirlpool; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719588,421214,Jolteon [Linear Attack | Fighting Lightning],135,23490,Jolteon,EXACT,multiple,"[""holo"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=jolteon; attack_signature=linear attack | fighting lightning; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719589,421215,Flareon [Destructive Flame | Fighting Blaze],136,23491,Flareon,EXACT,multiple,"[""holo"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=flareon; attack_signature=destructive flame | fighting blaze; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719590,421216,Porygon [Conversion 4],137,23492,Porygon,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=porygon; attack_signature=conversion 4; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719591,421217,Omanyte [Tentacular Return],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=omanyte; attack_signature=tentacular return; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719592,421218,Omastar [Primordial Tentacles | Aqua Split],139,23494,Omastar,EXACT,multiple,"[""holo"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=omastar; attack_signature=primordial tentacles | aqua split; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719593,421219,Kabuto [Double Scratch],140,23495,Kabuto,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=kabuto; attack_signature=double scratch; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719594,421220,Kabutops [Ancient Way | Draining Blade],141,23496,Kabutops,EXACT,multiple,"[""holo"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=kabutops; attack_signature=ancient way | draining blade; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719595,421221,Aerodactyl [Glide | Devolution Ray],142,23497,Aerodactyl,EXACT,multiple,"[""holo"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=aerodactyl; attack_signature=glide | devolution ray; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719596,421222,Snorlax [Voraciousness | Thudding Press],143,23498,Snorlax,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=snorlax; attack_signature=voraciousness | thudding press; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719597,421223,Articuno [Ice Float | Blizzard],144,23499,Articuno,EXACT,multiple,"[""holo"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=articuno; attack_signature=ice float | blizzard; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719598,421224,Zapdos ex [Voltaic Float | Multishot Lightning],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=zapdos ex; attack_signature=voltaic float | multishot lightning; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719599,421225,Moltres [Flare Float | Blazing Flight],146,23501,Moltres,EXACT,multiple,"[""holo"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=moltres; attack_signature=flare float | blazing flight; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719600,421226,Dratini [Beat | Draconic Whip],147,23502,Dratini,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=dratini; attack_signature=beat | draconic whip; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719601,421227,Dragonair [Beat | Aqua Slash],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=dragonair; attack_signature=beat | aqua slash; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719602,421228,Dragonite [Jet Cruise | Dragon Pulse],149,23504,Dragonite,EXACT,multiple,"[""holo"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=dragonite; attack_signature=jet cruise | dragon pulse; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719603,421229,Mewtwo [Reflective Barrier | Psyslash],150,23505,Mewtwo,EXACT,multiple,"[""holo"",""reverse_holo""]",SUPPORTED,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=mewtwo; attack_signature=reflective barrier | psyslash; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719604,421230,Mew ex [Restart | Genome Hacking],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=mew ex; attack_signature=restart | genome hacking; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719605,421231,Energy Sticker,159,23514,Energy Sticker,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=energy sticker; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719606,421232,Grabber,162,23517,Grabber,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=grabber; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719607,421233,Antique Helix Fossil [Helical Swell],153,23508,Antique Helix Fossil,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=antique helix fossil; attack_signature=helical swell; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719608,421234,Antique Dome Fossil [Domed Armor],152,23507,Antique Dome Fossil,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=antique dome fossil; attack_signature=domed armor; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719609,421235,Antique Old Amber [Amber Protection],154,23509,Antique Old Amber,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=antique old amber; attack_signature=amber protection; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719610,421236,Protective Goggles,164,23519,Protective Goggles,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=protective goggles; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719611,421237,Big Air Balloon,155,23510,Big Air Balloon,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=big air balloon; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719612,421238,Rigid Band,165,23520,Rigid Band,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=rigid band; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719613,215862,Leftovers,163,23518,Leftovers,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=leftovers; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719614,421239,Erika's Invitation,,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=erika s invitation; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719615,421240,Giovanni's Charisma,,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=giovanni s charisma; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719616,421241,Daisy's Help,,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=daisy s help; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719617,421242,Bill's Transfer,,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=bill s transfer; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719618,421243,Cycling Road,157,23512,Cycling Road,EXACT,multiple,"[""normal"",""reverse_holo""]",SUPPORTED,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=cycling road; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719619,421079,Bulbasaur [Leech Seed | 151],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=bulbasaur; attack_signature=leech seed; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719620,421081,Ivysaur [Leech Seed | Vine Whip | 151],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=ivysaur; attack_signature=leech seed | vine whip; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719621,421083,Charmander [Blazing Destruction | Steady Firebreathing],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=charmander; attack_signature=blazing destruction | steady firebreathing; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719622,421084,Charmeleon [Combustion | Fire Blast],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=charmeleon; attack_signature=combustion | fire blast; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719623,421086,Squirtle [Withdraw | Skull Bash],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=squirtle; attack_signature=withdraw | skull bash; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719624,421087,Wartortle [Free Diving | Spinning Attack],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=wartortle; attack_signature=free diving | spinning attack; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719625,421089,Caterpie [Leaf Munch],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=caterpie; attack_signature=leaf munch; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719626,421104,Pikachu [Charge | Pika Punch],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=pikachu; attack_signature=charge | pika punch; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719627,421113,Nidoking [Enthusiastic King | Venom Impact],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=nidoking; attack_signature=enthusiastic king | venom impact; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719628,421133,Psyduck [Overthinking | Water Gun],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=psyduck; attack_signature=overthinking | water gun; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719629,421140,Poliwhirl [Wave Splash | Frog Hop],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=poliwhirl; attack_signature=wave splash | frog hop; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719630,421146,Machoke [Mountain Ramming],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=machoke; attack_signature=mountain ramming; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719631,421193,Tangela [Tactful Tangling],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=tangela; attack_signature=tactful tangling; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719632,421201,Mr. Mime [Mimic Barrier | Psypower],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=mr mime; attack_signature=mimic barrier | psypower; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719633,421217,Omanyte [Tentacular Return],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=omanyte; attack_signature=tentacular return; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719634,421222,Snorlax [Voraciousness | Thudding Press],143,23498,Snorlax,EXACT,unknown,[],AMBIGUOUS,EXACT,MEDIUM,revalidated_unique_number_candidate,name_signature=snorlax; attack_signature=voraciousness | thudding press; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719635,421227,Dragonair [Beat | Aqua Slash],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=dragonair; attack_signature=beat | aqua slash; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719636,421229,Mewtwo [Reflective Barrier | Psyslash],150,23505,Mewtwo,EXACT,unknown,[],AMBIGUOUS,EXACT,HIGH,revalidated_unique_number_candidate,name_signature=mewtwo; attack_signature=reflective barrier | psyslash; no_direct_external_id_match; unique candidate revalidated against local official catalog name/attack metadata,TCGdex supports multiple finishes and local Product Catalogue does not expose finish; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,True
719637,421082,Venusaur ex [Tranquil Flower | Dangerous Toxwhip],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=venusaur ex; attack_signature=tranquil flower | dangerous toxwhip; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719638,421085,Charizard ex [Brave Wing | Explosive Vortex],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=charizard ex; attack_signature=brave wing | explosive vortex; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719639,421088,Blastoise ex [Solid Shell | Twin Cannons],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=blastoise ex; attack_signature=solid shell | twin cannons; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719640,421103,Arbok ex [Bind Down | Menacing Fangs],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=arbok ex; attack_signature=bind down | menacing fangs; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719641,421117,Ninetales ex [Heat Wave | Mirrored Flames],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=ninetales ex; attack_signature=heat wave | mirrored flames; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719642,421119,Wigglytuff ex [Expanding Body | Friend Tackle],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=wigglytuff ex; attack_signature=expanding body | friend tackle; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719643,421144,Alakazam ex [Mind Jack | Dimensional Hand],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=alakazam ex; attack_signature=mind jack | dimensional hand; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719644,421155,Golem ex [Dynamic Roll | Rock Blaster],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=golem ex; attack_signature=dynamic roll | rock blaster; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719645,421194,Kangaskhan ex [Triple Draw | Incessant Punching],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=kangaskhan ex; attack_signature=triple draw | incessant punching; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719646,421203,Jynx ex [Heart-Stopping Kiss | Icy Wind],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=jynx ex; attack_signature=heart stopping kiss | icy wind; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719647,421224,Zapdos ex [Voltaic Float | Multishot Lightning],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=zapdos ex; attack_signature=voltaic float | multishot lightning; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719648,421230,Mew ex [Restart | Genome Hacking],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=mew ex; attack_signature=restart | genome hacking; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719649,421239,Erika's Invitation,,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=erika s invitation; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719650,421240,Giovanni's Charisma,,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=giovanni s charisma; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719651,421241,Daisy's Help,,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=daisy s help; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719652,421242,Bill's Transfer,,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=bill s transfer; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719653,421082,Venusaur ex [Tranquil Flower | Dangerous Toxwhip],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=venusaur ex; attack_signature=tranquil flower | dangerous toxwhip; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
719654,421085,Charizard ex [Brave Wing | Explosive Vortex],,,,AMBIGUOUS,unknown,[],UNKNOWN,AMBIGUOUS,LOW,retained_ambiguous_candidate_set,name_signature=charizard ex; attack_signature=brave wing | explosive vortex; no_direct_external_id_match,no unique numbered printing candidate; idMetacard retained as Cardmarket grouping evidence; never used as numbered identity,False
