idProduct,canonical_card_id,collector_number,canonical_name,metric_family,metric_columns,present_metric_columns,canonical_mapping_status,metric_mapping_status,pricing_eligible,card_id,candidate_card_ids,compatible_finishes,finish_scope,mapping_method,confidence,evidence,provenance
719465,23378,023,Ekans,base,"[""low"",""trend"",""avg1"",""avg7"",""avg30""]","[""low"",""trend"",""avg1"",""avg7"",""avg30""]",EXACT,AMBIGUOUS,False,,"[25208,25209]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes base columns ['low', 'trend', 'avg1', 'avg7', 'avg30']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23378,""canonical_number"":""023"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421102,""idProduct"":719465,""name"":""Ekans [Acid Spray]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25208,""finish"":""normal"",""rarity"":""Common""},{""art_kind"":""unknown"",""card_id"":25209,""finish"":""reverse_holo"",""rarity"":""Common""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719465,23378,023,Ekans,foil,"[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]","[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]",EXACT,AMBIGUOUS,False,,"[25208,25209]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes foil columns ['low-holo', 'trend-holo', 'avg1-holo', 'avg7-holo', 'avg30-holo']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23378,""canonical_number"":""023"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421102,""idProduct"":719465,""name"":""Ekans [Acid Spray]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25208,""finish"":""normal"",""rarity"":""Common""},{""art_kind"":""unknown"",""card_id"":25209,""finish"":""reverse_holo"",""rarity"":""Common""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719468,23381,026,Raichu,base,"[""low"",""trend"",""avg1"",""avg7"",""avg30""]","[""low"",""trend"",""avg1"",""avg7"",""avg30""]",EXACT,AMBIGUOUS,False,,"[25213,25214]","[""holo"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes base columns ['low', 'trend', 'avg1', 'avg7', 'avg30']; source fact: canonical scope exposes compatible finishes ['holo', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23381,""canonical_number"":""026"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421105,""idProduct"":719468,""name"":""Raichu [Electrical Grounding | Thunder]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25213,""finish"":""holo"",""rarity"":""Rare""},{""art_kind"":""unknown"",""card_id"":25214,""finish"":""reverse_holo"",""rarity"":""Rare""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719468,23381,026,Raichu,foil,"[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]","[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]",EXACT,AMBIGUOUS,False,,"[25213,25214]","[""holo"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes foil columns ['low-holo', 'trend-holo', 'avg1-holo', 'avg7-holo', 'avg30-holo']; source fact: canonical scope exposes compatible finishes ['holo', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23381,""canonical_number"":""026"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421105,""idProduct"":719468,""name"":""Raichu [Electrical Grounding | Thunder]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25213,""finish"":""holo"",""rarity"":""Rare""},{""art_kind"":""unknown"",""card_id"":25214,""finish"":""reverse_holo"",""rarity"":""Rare""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719469,23382,027,Sandshrew,base,"[""low"",""trend"",""avg1"",""avg7"",""avg30""]","[""low"",""trend"",""avg1"",""avg7"",""avg30""]",EXACT,AMBIGUOUS,False,,"[25215,25216]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes base columns ['low', 'trend', 'avg1', 'avg7', 'avg30']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23382,""canonical_number"":""027"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421106,""idProduct"":719469,""name"":""Sandshrew [Sand Screen | Scratch]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25215,""finish"":""normal"",""rarity"":""Common""},{""art_kind"":""unknown"",""card_id"":25216,""finish"":""reverse_holo"",""rarity"":""Common""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719469,23382,027,Sandshrew,foil,"[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]","[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]",EXACT,AMBIGUOUS,False,,"[25215,25216]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes foil columns ['low-holo', 'trend-holo', 'avg1-holo', 'avg7-holo', 'avg30-holo']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23382,""canonical_number"":""027"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421106,""idProduct"":719469,""name"":""Sandshrew [Sand Screen | Scratch]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25215,""finish"":""normal"",""rarity"":""Common""},{""art_kind"":""unknown"",""card_id"":25216,""finish"":""reverse_holo"",""rarity"":""Common""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719470,23383,028,Sandslash,base,"[""low"",""trend"",""avg1"",""avg7"",""avg30""]","[""low"",""trend"",""avg1"",""avg7"",""avg30""]",EXACT,AMBIGUOUS,False,,"[25217,25218]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes base columns ['low', 'trend', 'avg1', 'avg7', 'avg30']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23383,""canonical_number"":""028"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421107,""idProduct"":719470,""name"":""Sandslash [Rumble | Spike Rend]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25217,""finish"":""normal"",""rarity"":""Uncommon""},{""art_kind"":""unknown"",""card_id"":25218,""finish"":""reverse_holo"",""rarity"":""Uncommon""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719470,23383,028,Sandslash,foil,"[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]","[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]",EXACT,AMBIGUOUS,False,,"[25217,25218]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes foil columns ['low-holo', 'trend-holo', 'avg1-holo', 'avg7-holo', 'avg30-holo']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23383,""canonical_number"":""028"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421107,""idProduct"":719470,""name"":""Sandslash [Rumble | Spike Rend]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25217,""finish"":""normal"",""rarity"":""Uncommon""},{""art_kind"":""unknown"",""card_id"":25218,""finish"":""reverse_holo"",""rarity"":""Uncommon""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719471,23384,029,Nidoran♀,base,"[""low"",""trend"",""avg1"",""avg7"",""avg30""]","[""low"",""trend"",""avg1"",""avg7"",""avg30""]",EXACT,AMBIGUOUS,False,,"[25219,25220]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes base columns ['low', 'trend', 'avg1', 'avg7', 'avg30']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23384,""canonical_number"":""029"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421108,""idProduct"":719471,""name"":""Nidoran [F] [Poison Horn]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25219,""finish"":""normal"",""rarity"":""Common""},{""art_kind"":""unknown"",""card_id"":25220,""finish"":""reverse_holo"",""rarity"":""Common""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719471,23384,029,Nidoran♀,foil,"[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]","[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]",EXACT,AMBIGUOUS,False,,"[25219,25220]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes foil columns ['low-holo', 'trend-holo', 'avg1-holo', 'avg7-holo', 'avg30-holo']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23384,""canonical_number"":""029"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421108,""idProduct"":719471,""name"":""Nidoran [F] [Poison Horn]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25219,""finish"":""normal"",""rarity"":""Common""},{""art_kind"":""unknown"",""card_id"":25220,""finish"":""reverse_holo"",""rarity"":""Common""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719472,23385,030,Nidorina,base,"[""low"",""trend"",""avg1"",""avg7"",""avg30""]","[""low"",""trend"",""avg1"",""avg7"",""avg30""]",EXACT,AMBIGUOUS,False,,"[25221,25222]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes base columns ['low', 'trend', 'avg1', 'avg7', 'avg30']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23385,""canonical_number"":""030"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421109,""idProduct"":719472,""name"":""Nidorina [Fetch Family | Sharp Fang]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25221,""finish"":""normal"",""rarity"":""Uncommon""},{""art_kind"":""unknown"",""card_id"":25222,""finish"":""reverse_holo"",""rarity"":""Uncommon""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719472,23385,030,Nidorina,foil,"[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]","[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]",EXACT,AMBIGUOUS,False,,"[25221,25222]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes foil columns ['low-holo', 'trend-holo', 'avg1-holo', 'avg7-holo', 'avg30-holo']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23385,""canonical_number"":""030"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421109,""idProduct"":719472,""name"":""Nidorina [Fetch Family | Sharp Fang]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25221,""finish"":""normal"",""rarity"":""Uncommon""},{""art_kind"":""unknown"",""card_id"":25222,""finish"":""reverse_holo"",""rarity"":""Uncommon""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719473,23386,031,Nidoqueen,base,"[""low"",""trend"",""avg1"",""avg7"",""avg30""]","[""low"",""trend"",""avg1"",""avg7"",""avg30""]",EXACT,AMBIGUOUS,False,,"[25223,25224]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes base columns ['low', 'trend', 'avg1', 'avg7', 'avg30']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23386,""canonical_number"":""031"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421110,""idProduct"":719473,""name"":""Nidoqueen [Queen Press | Lunge Out]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25223,""finish"":""normal"",""rarity"":""Uncommon""},{""art_kind"":""unknown"",""card_id"":25224,""finish"":""reverse_holo"",""rarity"":""Uncommon""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
