idProduct,canonical_card_id,collector_number,canonical_name,metric_family,metric_columns,present_metric_columns,canonical_mapping_status,metric_mapping_status,pricing_eligible,card_id,candidate_card_ids,compatible_finishes,finish_scope,mapping_method,confidence,evidence,provenance
719545,23447,092,Gastly,base,"[""low"",""trend"",""avg1"",""avg7"",""avg30""]","[""low"",""trend"",""avg1"",""avg7"",""avg30""]",EXACT,AMBIGUOUS,False,,"[25341,25342]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes base columns ['low', 'trend', 'avg1', 'avg7', 'avg30']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23447,""canonical_number"":""092"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421171,""idProduct"":719545,""name"":""Gastly [Suffocating Gas]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25341,""finish"":""normal"",""rarity"":""Common""},{""art_kind"":""unknown"",""card_id"":25342,""finish"":""reverse_holo"",""rarity"":""Common""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719545,23447,092,Gastly,foil,"[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]","[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]",EXACT,AMBIGUOUS,False,,"[25341,25342]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes foil columns ['low-holo', 'trend-holo', 'avg1-holo', 'avg7-holo', 'avg30-holo']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23447,""canonical_number"":""092"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421171,""idProduct"":719545,""name"":""Gastly [Suffocating Gas]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25341,""finish"":""normal"",""rarity"":""Common""},{""art_kind"":""unknown"",""card_id"":25342,""finish"":""reverse_holo"",""rarity"":""Common""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719546,23448,093,Haunter,base,"[""low"",""trend"",""avg1"",""avg7"",""avg30""]","[""low"",""trend"",""avg1"",""avg7"",""avg30""]",EXACT,AMBIGUOUS,False,,"[25343,25344]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes base columns ['low', 'trend', 'avg1', 'avg7', 'avg30']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23448,""canonical_number"":""093"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421172,""idProduct"":719546,""name"":""Haunter [Spirit Return | Mumble]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25343,""finish"":""normal"",""rarity"":""Uncommon""},{""art_kind"":""unknown"",""card_id"":25344,""finish"":""reverse_holo"",""rarity"":""Uncommon""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719546,23448,093,Haunter,foil,"[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]","[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]",EXACT,AMBIGUOUS,False,,"[25343,25344]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes foil columns ['low-holo', 'trend-holo', 'avg1-holo', 'avg7-holo', 'avg30-holo']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23448,""canonical_number"":""093"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421172,""idProduct"":719546,""name"":""Haunter [Spirit Return | Mumble]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25343,""finish"":""normal"",""rarity"":""Uncommon""},{""art_kind"":""unknown"",""card_id"":25344,""finish"":""reverse_holo"",""rarity"":""Uncommon""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719547,23449,094,Gengar,base,"[""low"",""trend"",""avg1"",""avg7"",""avg30""]","[""low"",""trend"",""avg1"",""avg7"",""avg30""]",EXACT,AMBIGUOUS,False,,"[25345,25346]","[""holo"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes base columns ['low', 'trend', 'avg1', 'avg7', 'avg30']; source fact: canonical scope exposes compatible finishes ['holo', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23449,""canonical_number"":""094"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421173,""idProduct"":719547,""name"":""Gengar [Poltergeist | Hollow Dive]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25345,""finish"":""holo"",""rarity"":""Rare""},{""art_kind"":""unknown"",""card_id"":25346,""finish"":""reverse_holo"",""rarity"":""Rare""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719547,23449,094,Gengar,foil,"[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]","[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]",EXACT,AMBIGUOUS,False,,"[25345,25346]","[""holo"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes foil columns ['low-holo', 'trend-holo', 'avg1-holo', 'avg7-holo', 'avg30-holo']; source fact: canonical scope exposes compatible finishes ['holo', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23449,""canonical_number"":""094"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421173,""idProduct"":719547,""name"":""Gengar [Poltergeist | Hollow Dive]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25345,""finish"":""holo"",""rarity"":""Rare""},{""art_kind"":""unknown"",""card_id"":25346,""finish"":""reverse_holo"",""rarity"":""Rare""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719548,23450,095,Onix,base,"[""low"",""trend"",""avg1"",""avg7"",""avg30""]","[""low"",""trend"",""avg1"",""avg7"",""avg30""]",EXACT,AMBIGUOUS,False,,"[25347,25348]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes base columns ['low', 'trend', 'avg1', 'avg7', 'avg30']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23450,""canonical_number"":""095"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421174,""idProduct"":719548,""name"":""Onix [Thumpalanche | Heavy Impact]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25347,""finish"":""normal"",""rarity"":""Uncommon""},{""art_kind"":""unknown"",""card_id"":25348,""finish"":""reverse_holo"",""rarity"":""Uncommon""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719548,23450,095,Onix,foil,"[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]","[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]",EXACT,AMBIGUOUS,False,,"[25347,25348]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes foil columns ['low-holo', 'trend-holo', 'avg1-holo', 'avg7-holo', 'avg30-holo']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23450,""canonical_number"":""095"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421174,""idProduct"":719548,""name"":""Onix [Thumpalanche | Heavy Impact]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25347,""finish"":""normal"",""rarity"":""Uncommon""},{""art_kind"":""unknown"",""card_id"":25348,""finish"":""reverse_holo"",""rarity"":""Uncommon""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719549,23451,096,Drowzee,base,"[""low"",""trend"",""avg1"",""avg7"",""avg30""]","[""low"",""trend"",""avg1"",""avg7"",""avg30""]",EXACT,AMBIGUOUS,False,,"[25349,25350]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes base columns ['low', 'trend', 'avg1', 'avg7', 'avg30']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23451,""canonical_number"":""096"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421175,""idProduct"":719549,""name"":""Drowzee [Zen Headbutt]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25349,""finish"":""normal"",""rarity"":""Common""},{""art_kind"":""unknown"",""card_id"":25350,""finish"":""reverse_holo"",""rarity"":""Common""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719549,23451,096,Drowzee,foil,"[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]","[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]",EXACT,AMBIGUOUS,False,,"[25349,25350]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes foil columns ['low-holo', 'trend-holo', 'avg1-holo', 'avg7-holo', 'avg30-holo']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23451,""canonical_number"":""096"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421175,""idProduct"":719549,""name"":""Drowzee [Zen Headbutt]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25349,""finish"":""normal"",""rarity"":""Common""},{""art_kind"":""unknown"",""card_id"":25350,""finish"":""reverse_holo"",""rarity"":""Common""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719550,23452,097,Hypno,base,"[""low"",""trend"",""avg1"",""avg7"",""avg30""]","[""low"",""trend"",""avg1"",""avg7"",""avg30""]",EXACT,AMBIGUOUS,False,,"[25351,25352]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes base columns ['low', 'trend', 'avg1', 'avg7', 'avg30']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23452,""canonical_number"":""097"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421176,""idProduct"":719550,""name"":""Hypno [Here for Hypnosis | Super Psy Bolt]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25351,""finish"":""normal"",""rarity"":""Uncommon""},{""art_kind"":""unknown"",""card_id"":25352,""finish"":""reverse_holo"",""rarity"":""Uncommon""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719550,23452,097,Hypno,foil,"[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]","[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""]",EXACT,AMBIGUOUS,False,,"[25351,25352]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes foil columns ['low-holo', 'trend-holo', 'avg1-holo', 'avg7-holo', 'avg30-holo']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23452,""canonical_number"":""097"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421176,""idProduct"":719550,""name"":""Hypno [Here for Hypnosis | Super Psy Bolt]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25351,""finish"":""normal"",""rarity"":""Uncommon""},{""art_kind"":""unknown"",""card_id"":25352,""finish"":""reverse_holo"",""rarity"":""Uncommon""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
719551,23453,098,Krabby,base,"[""low"",""trend"",""avg1"",""avg7"",""avg30""]","[""low"",""trend"",""avg1"",""avg7"",""avg30""]",EXACT,AMBIGUOUS,False,,"[25353,25354]","[""normal"",""reverse_holo""]",multiple,multiple_physical_finish_candidates_without_family_specific_evidence,LOW,"Source fact: Price Guide exposes base columns ['low', 'trend', 'avg1', 'avg7', 'avg30']; source fact: canonical scope exposes compatible finishes ['normal', 'reverse_holo']. Inference withheld: no Cardmarket source field identifies this metric family with one finish.","{""canonical_source"":{""canonical_card_id"":23453,""canonical_number"":""098"",""status"":""EXACT""},""cardmarket_source"":{""idMetacard"":421177,""idProduct"":719551,""name"":""Krabby [Salt Water | Crabhammer]""},""inference"":{""base_to_finish"":""not inferred"",""foil_to_finish"":""not inferred""},""physical_candidates"":[{""art_kind"":""unknown"",""card_id"":25353,""finish"":""normal"",""rarity"":""Common""},{""art_kind"":""unknown"",""card_id"":25354,""finish"":""reverse_holo"",""rarity"":""Common""}],""source_fields_audited"":{""all_expected_columns_present"":true,""base_columns"":[""low"",""trend"",""avg1"",""avg7"",""avg30""],""foil_columns"":[""low-holo"",""trend-holo"",""avg1-holo"",""avg7-holo"",""avg30-holo""],""observed_metric_columns"":[""avg1"",""avg1-holo"",""avg30"",""avg30-holo"",""avg7"",""avg7-holo"",""low"",""low-holo"",""trend"",""trend-holo""],""unexpected_metric_columns"":[""avg"",""avg-holo""]},""source_files"":{""discovery_mapping_sha256"":""81b5c2edaebda0de843c7f6b13a9710e731d48fe3717881219ea5196d7e0335d"",""prices_path"":""/Users/facundogalmarini/Desktop/price_guide_6 (1).json"",""prices_sha256"":""86282c2015adc332db82ce65d162f6cc44dc0bb3208b8bfedd952268ffafa145"",""products_path"":""/Users/facundogalmarini/Desktop/products_singles_6 (1).json"",""products_sha256"":""318cdf83b38813443530bb4d14f770ed0c1225be9ad87ddebbbee00b097613b5""}}"
