canonical_id,physical_card_id,collector_number,card_name,finish,treatment,variant_status,evidence,source
23440,25327,085,Dodrio,holo,,CONFIRMED,Cardmarket candidate ids=733680; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23440,25328,085,Dodrio,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733680; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23441,25329,086,Seel,normal,,CONFIRMED,Cardmarket candidate ids=733681; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23441,25330,086,Seel,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733681; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23442,25331,087,Dewgong,normal,,CONFIRMED,Cardmarket candidate ids=733682; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23442,25332,087,Dewgong,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733682; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23443,25333,088,Grimer,normal,,CONFIRMED,Cardmarket candidate ids=733683; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23443,25334,088,Grimer,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733683; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23444,25335,089,Muk,normal,,CONFIRMED,Cardmarket candidate ids=733684; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23444,25336,089,Muk,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733684; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23445,25337,090,Shellder,normal,,CONFIRMED,Cardmarket candidate ids=733685; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23445,25338,090,Shellder,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733685; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23446,25339,091,Cloyster,normal,,CONFIRMED,Cardmarket candidate ids=733686; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23446,25340,091,Cloyster,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733686; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23447,25341,092,Gastly,normal,,CONFIRMED,Cardmarket candidate ids=733687; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23447,25342,092,Gastly,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733687; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23448,25343,093,Haunter,normal,,CONFIRMED,Cardmarket candidate ids=733688; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23448,25344,093,Haunter,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733688; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23449,25345,094,Gengar,holo,,CONFIRMED,"Cardmarket candidate ids=733689,861151; local_target_ids=none; finish is separate from rarity.",tcgdex.variants + tcgdex.variants_detailed
23449,25346,094,Gengar,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733689; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23450,25347,095,Onix,normal,,CONFIRMED,Cardmarket candidate ids=733690; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23450,25348,095,Onix,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733690; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23451,25349,096,Drowzee,normal,,CONFIRMED,Cardmarket candidate ids=733691; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23451,25350,096,Drowzee,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733691; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23452,25351,097,Hypno,normal,,CONFIRMED,Cardmarket candidate ids=733692; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23452,25352,097,Hypno,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733692; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23453,25353,098,Krabby,normal,,CONFIRMED,Cardmarket candidate ids=733693; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23453,25354,098,Krabby,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733693; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23454,25355,099,Kingler,normal,,CONFIRMED,Cardmarket candidate ids=733694; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23454,25356,099,Kingler,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733694; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23455,25357,100,Voltorb,normal,,CONFIRMED,Cardmarket candidate ids=733695; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23455,25358,100,Voltorb,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733695; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23456,25359,101,Electrode,holo,,CONFIRMED,Cardmarket candidate ids=733696; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23456,25360,101,Electrode,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733696; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23457,25361,102,Exeggcute,normal,,CONFIRMED,Cardmarket candidate ids=733697; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23457,25362,102,Exeggcute,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733697; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23458,25363,103,Exeggutor,normal,,CONFIRMED,Cardmarket candidate ids=733698; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23458,25364,103,Exeggutor,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733698; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23459,25365,104,Cubone,normal,,CONFIRMED,Cardmarket candidate ids=733699; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23459,25366,104,Cubone,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733699; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23460,25367,105,Marowak,holo,,CONFIRMED,Cardmarket candidate ids=733700; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23460,25368,105,Marowak,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733700; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23461,25369,106,Hitmonlee,normal,,CONFIRMED,Cardmarket candidate ids=733701; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23461,25370,106,Hitmonlee,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733701; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23462,25371,107,Hitmonchan,normal,,CONFIRMED,Cardmarket candidate ids=733702; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23462,25372,107,Hitmonchan,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733702; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23463,25373,108,Lickitung,normal,,CONFIRMED,Cardmarket candidate ids=733703; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23463,25374,108,Lickitung,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733703; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23464,25375,109,Koffing,normal,,CONFIRMED,Cardmarket candidate ids=733704; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23464,25376,109,Koffing,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733704; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23465,25377,110,Weezing,holo,,CONFIRMED,Cardmarket candidate ids=733705; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23465,25378,110,Weezing,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733705; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23466,25379,111,Rhyhorn,normal,,CONFIRMED,Cardmarket candidate ids=733706; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23466,25380,111,Rhyhorn,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733706; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23467,25381,112,Rhydon,normal,,CONFIRMED,Cardmarket candidate ids=733707; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23467,25382,112,Rhydon,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733707; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23468,25383,113,Chansey,holo,,CONFIRMED,Cardmarket candidate ids=733708; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23468,25384,113,Chansey,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733708; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23469,25385,114,Tangela,normal,,CONFIRMED,Cardmarket candidate ids=733709; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23469,25386,114,Tangela,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733709; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23470,25387,115,Kangaskhan ex,holo,,CONFIRMED,Cardmarket candidate ids=733710; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23471,25388,116,Horsea,normal,,CONFIRMED,Cardmarket candidate ids=733711; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23471,25389,116,Horsea,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733711; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23472,25390,117,Seadra,normal,,CONFIRMED,Cardmarket candidate ids=733712; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23472,25391,117,Seadra,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733712; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23473,25392,118,Goldeen,normal,,CONFIRMED,Cardmarket candidate ids=733713; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23473,25393,118,Goldeen,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733713; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23474,25394,119,Seaking,normal,,CONFIRMED,Cardmarket candidate ids=733714; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23474,25395,119,Seaking,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733714; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23475,25396,120,Staryu,normal,,CONFIRMED,Cardmarket candidate ids=733715; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23475,25397,120,Staryu,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733715; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23476,25398,121,Starmie,holo,,CONFIRMED,Cardmarket candidate ids=733716; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23476,25399,121,Starmie,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733716; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23477,25400,122,Mr. Mime,holo,,CONFIRMED,Cardmarket candidate ids=733717; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23477,25401,122,Mr. Mime,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733717; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23478,25402,123,Scyther,normal,,CONFIRMED,Cardmarket candidate ids=733718; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23478,25403,123,Scyther,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733718; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23479,25404,124,Jynx ex,holo,,CONFIRMED,Cardmarket candidate ids=733719; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23480,25405,125,Electabuzz,normal,,CONFIRMED,Cardmarket candidate ids=733720; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23480,25406,125,Electabuzz,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733720; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23481,25407,126,Magmar,normal,,CONFIRMED,Cardmarket candidate ids=733721; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23481,25408,126,Magmar,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733721; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23482,25409,127,Pinsir,normal,,CONFIRMED,Cardmarket candidate ids=733722; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23482,25410,127,Pinsir,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733722; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23483,25411,128,Tauros,normal,,CONFIRMED,Cardmarket candidate ids=733723; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23483,25412,128,Tauros,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733723; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23484,25413,129,Magikarp,normal,,CONFIRMED,Cardmarket candidate ids=733724; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23484,25414,129,Magikarp,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733724; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23485,25415,130,Gyarados,holo,,CONFIRMED,Cardmarket candidate ids=733725; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23485,25416,130,Gyarados,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733725; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23486,25417,131,Lapras,normal,,CONFIRMED,Cardmarket candidate ids=733726; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23486,25418,131,Lapras,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733726; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23487,25419,132,Ditto,holo,,CONFIRMED,Cardmarket candidate ids=733727; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23487,25420,132,Ditto,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733727; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23488,25421,133,Eevee,normal,,CONFIRMED,"Cardmarket candidate ids=733728,748475,845405; local_target_ids=none; finish is separate from rarity.",tcgdex.variants + tcgdex.variants_detailed
23488,25422,133,Eevee,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733728; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23489,25423,134,Vaporeon,holo,,CONFIRMED,Cardmarket candidate ids=733729; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23489,25424,134,Vaporeon,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733729; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23490,25425,135,Jolteon,holo,,CONFIRMED,Cardmarket candidate ids=733730; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23490,25426,135,Jolteon,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733730; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23491,25427,136,Flareon,holo,,CONFIRMED,Cardmarket candidate ids=733731; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23491,25428,136,Flareon,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733731; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23492,25429,137,Porygon,normal,,CONFIRMED,Cardmarket candidate ids=733732; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23492,25430,137,Porygon,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733732; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23493,25431,138,Omanyte,normal,,CONFIRMED,Cardmarket candidate ids=733733; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23493,25432,138,Omanyte,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733733; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23494,25433,139,Omastar,holo,,CONFIRMED,Cardmarket candidate ids=733734; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23494,25434,139,Omastar,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733734; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23495,25435,140,Kabuto,normal,,CONFIRMED,Cardmarket candidate ids=733735; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23495,25436,140,Kabuto,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733735; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23496,25437,141,Kabutops,holo,,CONFIRMED,Cardmarket candidate ids=733736; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23496,25438,141,Kabutops,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733736; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23497,25439,142,Aerodactyl,holo,,CONFIRMED,Cardmarket candidate ids=733737; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23497,25440,142,Aerodactyl,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733737; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23498,25441,143,Snorlax,normal,,CONFIRMED,Cardmarket candidate ids=733738; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23498,25442,143,Snorlax,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733738; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23499,25443,144,Articuno,holo,,CONFIRMED,Cardmarket candidate ids=733739; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23499,25444,144,Articuno,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733739; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23500,25445,145,Zapdos ex,holo,,CONFIRMED,Cardmarket candidate ids=733740; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23501,25446,146,Moltres,holo,,CONFIRMED,Cardmarket candidate ids=733741; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23501,25447,146,Moltres,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733741; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23502,25448,147,Dratini,normal,,CONFIRMED,Cardmarket candidate ids=733742; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23502,25449,147,Dratini,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733742; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23503,25450,148,Dragonair,normal,,CONFIRMED,Cardmarket candidate ids=733743; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23503,25451,148,Dragonair,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733743; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23504,25452,149,Dragonite,holo,,CONFIRMED,"Cardmarket candidate ids=733744,864952; local_target_ids=none; finish is separate from rarity.",tcgdex.variants + tcgdex.variants_detailed
23504,25453,149,Dragonite,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733744; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23505,25454,150,Mewtwo,holo,,CONFIRMED,Cardmarket candidate ids=733745; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23505,25455,150,Mewtwo,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733745; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23506,25456,151,Mew ex,holo,,CONFIRMED,Cardmarket candidate ids=733746; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23507,25457,152,Antique Dome Fossil,normal,,CONFIRMED,Cardmarket candidate ids=733747; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23507,25458,152,Antique Dome Fossil,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733747; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23508,25459,153,Antique Helix Fossil,normal,,CONFIRMED,Cardmarket candidate ids=733748; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23508,25460,153,Antique Helix Fossil,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733748; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23509,25461,154,Antique Old Amber,normal,,CONFIRMED,Cardmarket candidate ids=733749; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23509,25462,154,Antique Old Amber,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733749; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23510,25463,155,Big Air Balloon,normal,,CONFIRMED,Cardmarket candidate ids=733750; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23510,25464,155,Big Air Balloon,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733750; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23511,25465,156,Bill’s Transfer,normal,,CONFIRMED,Cardmarket candidate ids=733751; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23511,25466,156,Bill’s Transfer,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733751; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23512,25467,157,Cycling Road,normal,,CONFIRMED,Cardmarket candidate ids=733752; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23512,25468,157,Cycling Road,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733752; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23513,25469,158,Daisy’s Help,normal,,CONFIRMED,Cardmarket candidate ids=733753; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23513,25470,158,Daisy’s Help,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733753; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23514,25471,159,Energy Sticker,normal,,CONFIRMED,Cardmarket candidate ids=733754; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23514,25472,159,Energy Sticker,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733754; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23515,25473,160,Erika’s Invitation,normal,,CONFIRMED,Cardmarket candidate ids=733755; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23515,25474,160,Erika’s Invitation,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733755; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23516,25475,161,Giovanni’s Charisma,normal,,CONFIRMED,Cardmarket candidate ids=733756; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23516,25476,161,Giovanni’s Charisma,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733756; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23517,25477,162,Grabber,normal,,CONFIRMED,Cardmarket candidate ids=733757; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23517,25478,162,Grabber,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733757; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23518,25479,163,Leftovers,normal,,CONFIRMED,Cardmarket candidate ids=733758; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23518,25480,163,Leftovers,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733758; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23519,25481,164,Protective Goggles,normal,,CONFIRMED,Cardmarket candidate ids=733759; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23519,25482,164,Protective Goggles,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733759; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23520,25483,165,Rigid Band,normal,,CONFIRMED,Cardmarket candidate ids=733760; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23520,25484,165,Rigid Band,reverse_holo,,CONFIRMED,Cardmarket candidate ids=733760; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23521,25485,166,Bulbasaur,holo,,CONFIRMED,Cardmarket candidate ids=733761; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23522,25486,167,Ivysaur,holo,,CONFIRMED,Cardmarket candidate ids=733762; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23523,25487,168,Charmander,holo,,CONFIRMED,Cardmarket candidate ids=733763; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23524,25488,169,Charmeleon,holo,,CONFIRMED,Cardmarket candidate ids=733764; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
23525,25489,170,Squirtle,holo,,CONFIRMED,Cardmarket candidate ids=733765; local_target_ids=none; finish is separate from rarity.,tcgdex.variants + tcgdex.variants_detailed
