collector_number,card_name,api_card_id,api_identity_status,normal_exists,holo_exists,reverse_exists,normal_usable,holo_usable,reverse_usable,cardmarket_low,cardmarket_reverse_low,cardmarket_trend,cardmarket_reverse_trend,cardmarket_avg1,cardmarket_reverse_avg1,cardmarket_avg7,cardmarket_reverse_avg7,cardmarket_avg30,cardmarket_reverse_avg30,cardmarket_reverse_fields_present,cardmarket_reverse_low_available,tcgplayer_normal_low,tcgplayer_normal_market,tcgplayer_holo_low,tcgplayer_holo_market,tcgplayer_reverse_low,tcgplayer_reverse_market,tcgplayer_updated_at,cardmarket_updated_at,cardmarket_currency,tcgplayer_currency,identity_note
073,Tentacruel,sv3pt5-73,EXACT,True,False,True,True,False,True,0.02,0.02,0.07,0.2,0.08,0.15,0.06,0.19,0.05,0.2,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.22,,,0.08,0.29,2026/09/01,2026/01/19,EUR,USD,set + collector number + name match
074,Geodude,sv3pt5-74,EXACT,True,False,True,True,False,True,0.02,0.02,0.05,0.21,0.03,0.31,0.06,0.23,0.04,0.2,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.14,,,0.07,0.23,2026/09/01,2026/01/16,EUR,USD,set + collector number + name match
075,Graveler,sv3pt5-75,EXACT,True,False,True,True,False,True,0.02,0.02,0.07,0.22,0.07,0.2,0.07,0.16,0.06,0.2,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.16,,,0.06,0.26,2026/09/01,2026/01/19,EUR,USD,set + collector number + name match
076,Golem ex,sv3pt5-76,EXACT,False,True,False,False,True,False,0.15,0.0,1.47,0.0,1.83,0.0,1.39,0.0,1.56,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,0.5,1.14,,,2026/09/01,2026/01/19,EUR,USD,set + collector number + name match
077,Ponyta,sv3pt5-77,EXACT,True,False,True,True,False,True,0.02,0.02,0.05,0.17,0.09,0.14,0.05,0.17,0.04,0.19,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.14,,,0.08,0.26,2026/09/01,2026/01/19,EUR,USD,set + collector number + name match
078,Rapidash,sv3pt5-78,EXACT,True,False,True,True,False,True,0.02,0.02,0.06,0.13,0.05,0.11,0.06,0.16,0.07,0.19,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.02,0.18,,,0.06,0.23,2026/09/01,2026/02/04,EUR,USD,set + collector number + name match
079,Slowpoke,sv3pt5-79,EXACT,True,False,True,True,False,True,0.02,0.02,0.07,0.25,0.06,0.2,0.07,0.27,0.05,0.22,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.04,0.23,,,0.1,0.45,2026/09/01,2026/01/19,EUR,USD,set + collector number + name match
080,Slowbro,sv3pt5-80,EXACT,True,False,True,True,False,True,0.02,0.02,0.05,0.26,0.03,0.15,0.05,0.18,0.05,0.19,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.03,0.23,,,0.09,0.34,2026/09/01,2026/01/16,EUR,USD,set + collector number + name match
081,Magnemite,sv3pt5-81,EXACT,True,False,True,True,False,True,0.02,0.02,0.04,0.21,0.05,0.1,0.05,0.18,0.04,0.18,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.02,0.17,,,0.09,0.36,2026/09/01,2026/01/16,EUR,USD,set + collector number + name match
082,Magneton,sv3pt5-82,EXACT,True,False,True,True,False,True,0.02,0.02,0.07,0.2,0.03,0.18,0.05,0.19,0.06,0.22,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.04,0.19,,,0.1,0.33,2026/09/01,2026/02/01,EUR,USD,set + collector number + name match
083,Farfetch’d,sv3pt5-83,MISMATCH,True,False,True,True,False,True,0.02,0.02,0.05,0.18,0.1,0.13,0.05,0.16,0.04,0.2,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.15,,,0.1,0.26,2026/09/01,2026/01/19,EUR,USD,"name ""Farfetch'd"" != 'Farfetch’d'"
084,Doduo,sv3pt5-84,EXACT,True,False,True,True,False,True,0.02,0.02,0.04,0.17,0.08,0.17,0.05,0.17,0.05,0.18,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.13,,,0.05,0.23,2026/09/01,2026/01/19,EUR,USD,set + collector number + name match
085,Dodrio,sv3pt5-85,EXACT,False,True,True,False,True,True,0.02,0.05,0.2,0.82,0.15,1.4,0.19,1.02,0.19,1.08,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,,,0.05,0.32,0.4,1.07,2026/09/01,2026/02/01,EUR,USD,set + collector number + name match
086,Seel,sv3pt5-86,EXACT,True,False,True,True,False,True,0.02,0.02,0.05,0.19,0.06,0.08,0.04,0.15,0.04,0.18,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.18,,,0.05,0.21,2026/09/01,2026/01/16,EUR,USD,set + collector number + name match
087,Dewgong,sv3pt5-87,EXACT,True,False,True,True,False,True,0.02,0.02,0.06,0.2,0.06,0.25,0.06,0.21,0.06,0.2,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.13,,,0.02,0.25,2026/09/01,2026/01/16,EUR,USD,set + collector number + name match
088,Grimer,sv3pt5-88,EXACT,True,False,True,True,False,True,0.02,0.02,0.04,0.14,0.04,0.1,0.03,0.17,0.04,0.19,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.17,,,0.1,0.23,2026/09/01,2026/01/16,EUR,USD,set + collector number + name match
089,Muk,sv3pt5-89,EXACT,True,False,True,True,False,True,0.02,0.02,0.04,0.28,0.05,0.24,0.05,0.22,0.05,0.22,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.18,,,0.05,0.28,2026/09/01,2026/01/16,EUR,USD,set + collector number + name match
090,Shellder,sv3pt5-90,EXACT,True,False,True,True,False,True,0.02,0.02,0.04,0.18,0.02,0.08,0.04,0.17,0.04,0.18,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.15,,,0.05,0.26,2026/09/01,2026/01/16,EUR,USD,set + collector number + name match
091,Cloyster,sv3pt5-91,EXACT,True,False,True,True,False,True,0.02,0.02,0.06,0.22,0.04,0.18,0.07,0.24,0.06,0.23,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.18,,,0.06,0.38,2026/09/01,2026/01/16,EUR,USD,set + collector number + name match
092,Gastly,sv3pt5-92,EXACT,True,False,True,True,False,True,0.02,0.02,0.06,0.19,0.03,0.23,0.05,0.19,0.05,0.2,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.2,,,0.1,0.38,2026/09/01,2026/01/21,EUR,USD,set + collector number + name match
093,Haunter,sv3pt5-93,EXACT,True,False,True,True,False,True,0.02,0.02,0.07,0.24,0.05,0.22,0.07,0.22,0.06,0.24,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.05,0.21,,,0.1,0.53,2026/09/01,2026/01/16,EUR,USD,set + collector number + name match
094,Gengar,sv3pt5-94,EXACT,False,True,True,False,True,True,0.02,0.5,0.43,4.63,0.38,4.58,0.39,6.11,0.49,4.4,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,,,1.25,2.83,6.0,8.44,2026/09/01,2026/01/21,EUR,USD,set + collector number + name match
095,Onix,sv3pt5-95,EXACT,True,False,True,True,False,True,0.02,0.05,0.05,1.67,0.06,1.65,0.05,1.55,0.07,1.59,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.19,,,0.74,1.46,2026/09/01,2026/01/21,EUR,USD,set + collector number + name match
096,Drowzee,sv3pt5-96,EXACT,True,False,True,True,False,True,0.02,0.02,0.04,0.18,0.03,0.37,0.03,0.17,0.04,0.16,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.1,,,0.08,0.25,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
097,Hypno,sv3pt5-97,EXACT,True,False,True,True,False,True,0.02,0.19,0.06,1.48,0.05,1.62,0.06,1.33,0.05,1.61,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.12,,,0.87,1.52,2026/09/01,2026/01/16,EUR,USD,set + collector number + name match
098,Krabby,sv3pt5-98,EXACT,True,False,True,True,False,True,0.02,0.02,0.04,0.19,0.03,0.27,0.03,0.16,0.04,0.15,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.16,,,0.1,0.24,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
099,Kingler,sv3pt5-99,EXACT,True,False,True,True,False,True,0.02,0.06,0.04,2.09,0.04,1.83,0.05,1.94,0.06,1.66,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.18,,,0.7,1.25,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
100,Voltorb,sv3pt5-100,EXACT,True,False,True,True,False,True,0.02,0.02,0.03,0.15,0.03,0.23,0.03,0.13,0.04,0.15,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.13,,,0.08,0.25,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
101,Electrode,sv3pt5-101,EXACT,False,True,True,False,True,True,0.02,0.02,0.13,2.29,0.18,2.82,0.15,2.01,0.14,2.23,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,,,0.02,0.22,0.9,1.65,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
102,Exeggcute,sv3pt5-102,EXACT,True,False,True,True,False,True,0.02,0.02,0.03,0.14,0.03,0.29,0.03,0.15,0.03,0.14,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.14,,,0.1,0.24,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
103,Exeggutor,sv3pt5-103,EXACT,True,False,True,True,False,True,0.02,0.05,0.04,1.4,0.04,1.39,0.04,1.39,0.05,1.66,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.18,,,0.5,1.31,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
104,Cubone,sv3pt5-104,EXACT,True,False,True,True,False,True,0.02,0.02,0.07,0.21,0.08,0.14,0.06,0.17,0.06,0.2,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.03,0.19,,,0.1,0.32,2026/09/01,2026/01/16,EUR,USD,set + collector number + name match
105,Marowak,sv3pt5-105,EXACT,False,True,True,False,True,True,0.02,0.03,0.24,1.31,0.26,1.29,0.23,1.27,0.18,1.08,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,,,0.01,0.28,0.5,0.86,2026/09/01,2026/01/16,EUR,USD,set + collector number + name match
106,Hitmonlee,sv3pt5-106,EXACT,True,False,True,True,False,True,0.02,0.17,0.06,1.48,0.05,1.47,0.06,1.48,0.06,1.43,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.17,,,0.63,2.52,2026/09/01,2026/01/16,EUR,USD,set + collector number + name match
107,Hitmonchan,sv3pt5-107,EXACT,True,False,True,True,False,True,0.02,0.25,0.09,1.73,0.04,1.83,0.08,1.63,0.07,1.63,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.23,,,0.48,1.44,2026/09/01,2026/01/16,EUR,USD,set + collector number + name match
108,Lickitung,sv3pt5-108,EXACT,True,False,True,True,False,True,0.02,0.02,0.03,0.17,0.03,0.27,0.03,0.16,0.04,0.17,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.16,,,0.09,0.27,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
109,Koffing,sv3pt5-109,EXACT,True,False,True,True,False,True,0.02,0.02,0.03,0.18,0.03,0.39,0.03,0.16,0.03,0.15,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.16,,,0.1,0.28,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
110,Weezing,sv3pt5-110,EXACT,False,True,True,False,True,True,0.02,0.04,0.2,1.08,0.22,1.25,0.19,1.03,0.16,1.07,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,,,0.06,0.26,0.52,1.01,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
111,Rhyhorn,sv3pt5-111,EXACT,True,False,True,True,False,True,0.02,0.02,0.03,0.17,0.03,0.39,0.03,0.15,0.04,0.16,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.14,,,0.1,0.29,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
112,Rhydon,sv3pt5-112,EXACT,True,False,True,True,False,True,0.02,0.02,0.06,0.21,0.06,0.12,0.05,0.22,0.05,0.18,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.2,,,0.1,0.28,2026/09/01,2026/01/16,EUR,USD,set + collector number + name match
113,Chansey,sv3pt5-113,EXACT,False,True,True,False,True,True,0.02,0.04,0.17,1.57,0.21,1.33,0.2,1.34,0.18,1.31,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,,,0.07,0.34,0.35,1.51,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
114,Tangela,sv3pt5-114,EXACT,True,False,True,True,False,True,0.02,0.02,0.03,0.16,0.03,0.25,0.03,0.15,0.03,0.15,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.17,,,0.05,0.27,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
115,Kangaskhan ex,sv3pt5-115,EXACT,False,True,False,False,True,False,0.2,0.0,1.51,0.0,1.17,0.0,1.44,0.0,1.39,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,0.52,1.27,,,2026/09/01,2026/01/16,EUR,USD,set + collector number + name match
116,Horsea,sv3pt5-116,EXACT,True,False,True,True,False,True,0.02,0.02,0.03,0.14,0.03,0.21,0.03,0.15,0.04,0.15,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.09,,,0.1,0.23,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
117,Seadra,sv3pt5-117,EXACT,True,False,True,True,False,True,0.02,0.02,0.04,0.19,0.02,0.24,0.04,0.2,0.05,0.17,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.18,,,0.08,0.26,2026/09/01,2025/12/07,EUR,USD,set + collector number + name match
118,Goldeen,sv3pt5-118,EXACT,True,False,True,True,False,True,0.02,0.02,0.03,0.16,0.03,0.28,0.03,0.14,0.04,0.15,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.15,,,0.05,0.25,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
119,Seaking,sv3pt5-119,EXACT,True,False,True,True,False,True,0.02,0.02,0.06,1.44,0.1,1.97,0.05,1.36,0.05,1.42,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.15,,,0.55,1.55,2026/09/01,2025/12/07,EUR,USD,set + collector number + name match
120,Staryu,sv3pt5-120,EXACT,True,False,True,True,False,True,0.02,0.02,0.03,0.18,0.02,0.29,0.03,0.21,0.04,0.17,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.16,,,0.05,0.29,2026/09/01,2025/12/07,EUR,USD,set + collector number + name match
121,Starmie,sv3pt5-121,EXACT,False,True,True,False,True,True,0.02,0.02,0.15,0.89,0.17,1.16,0.17,0.98,0.15,0.97,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,,,0.08,0.25,0.45,0.71,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
122,Mr. Mime,sv3pt5-122,EXACT,False,True,True,False,True,True,0.02,0.05,0.14,1.11,0.17,1.61,0.16,1.08,0.15,1.02,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,,,0.02,0.31,0.18,0.65,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
123,Scyther,sv3pt5-123,EXACT,True,False,True,True,False,True,0.02,0.02,0.06,1.85,0.04,2.67,0.05,1.76,0.06,1.76,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.25,,,1.0,2.15,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
124,Jynx ex,sv3pt5-124,EXACT,False,True,False,False,True,False,0.38,0.0,1.67,0.0,1.54,0.0,1.64,0.0,1.6,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,,,0.5,1.49,,,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
125,Electabuzz,sv3pt5-125,EXACT,True,False,True,True,False,True,0.02,0.0,0.23,0.0,0.3,0.0,0.19,0.0,0.33,0.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",False,0.01,0.17,,,0.45,0.61,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
126,Magmar,sv3pt5-126,EXACT,True,False,True,True,False,True,0.02,0.6,0.04,1.51,0.03,1.66,0.04,1.25,0.04,1.49,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.13,,,0.75,1.25,2026/09/01,2025/12/07,EUR,USD,set + collector number + name match
127,Pinsir,sv3pt5-127,EXACT,True,False,True,True,False,True,0.02,0.1,0.04,1.4,0.05,1.29,0.04,1.37,0.05,1.41,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.2,,,0.44,1.36,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
128,Tauros,sv3pt5-128,EXACT,True,False,True,True,False,True,0.02,0.05,0.05,1.46,0.04,0.85,0.06,1.15,0.05,1.4,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.17,,,0.56,1.24,2026/09/01,2025/12/07,EUR,USD,set + collector number + name match
129,Magikarp,sv3pt5-129,EXACT,True,False,True,True,False,True,0.02,0.02,0.03,0.2,0.04,0.4,0.04,0.2,0.04,0.17,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.22,,,0.13,0.33,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
130,Gyarados,sv3pt5-130,EXACT,False,True,True,False,True,True,0.02,0.05,0.19,1.38,0.28,1.93,0.19,1.44,0.18,1.26,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,,,0.07,0.29,0.85,1.43,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
131,Lapras,sv3pt5-131,EXACT,True,False,True,True,False,True,0.02,0.05,0.05,2.28,0.05,2.24,0.06,2.28,0.05,2.29,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.03,0.25,,,1.2,1.91,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
132,Ditto,sv3pt5-132,EXACT,False,True,True,False,True,True,0.02,0.1,0.25,1.31,0.25,1.23,0.24,1.26,0.22,1.31,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,,,0.29,0.81,1.25,1.98,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
133,Eevee,sv3pt5-133,EXACT,True,False,True,True,False,True,0.02,0.02,0.09,0.21,0.03,0.31,0.05,0.18,0.07,0.2,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.05,0.21,,,0.1,0.54,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
134,Vaporeon,sv3pt5-134,EXACT,False,True,True,False,True,True,0.02,0.5,0.22,1.98,0.3,2.42,0.21,1.67,0.23,1.88,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,,,0.18,0.38,0.89,1.86,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
135,Jolteon,sv3pt5-135,EXACT,False,True,True,False,True,True,0.02,0.1,0.27,1.85,0.35,1.65,0.31,1.68,0.24,1.73,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,,,0.1,0.36,1.15,3.57,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
136,Flareon,sv3pt5-136,EXACT,False,True,True,False,True,True,0.02,0.05,0.21,1.9,0.12,1.99,0.22,1.73,0.22,2.0,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,,,0.05,0.32,0.71,1.73,2026/09/01,2025/11/30,EUR,USD,set + collector number + name match
137,Porygon,sv3pt5-137,EXACT,True,False,True,True,False,True,0.02,0.02,0.03,0.14,0.03,0.27,0.03,0.16,0.04,0.15,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.14,,,0.1,0.27,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
138,Omanyte,sv3pt5-138,EXACT,True,False,True,True,False,True,0.02,0.8,0.04,1.7,0.05,1.44,0.05,1.92,0.06,1.59,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.22,,,0.75,1.38,2026/09/01,2025/11/30,EUR,USD,set + collector number + name match
139,Omastar,sv3pt5-139,EXACT,False,True,True,False,True,True,0.02,0.1,0.15,1.02,0.17,0.97,0.12,0.93,0.14,0.96,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,,,0.01,0.28,0.18,1.18,2026/09/01,2025/11/30,EUR,USD,set + collector number + name match
140,Kabuto,sv3pt5-140,EXACT,True,False,True,True,False,True,0.02,0.02,0.06,1.39,0.04,1.76,0.05,1.22,0.06,1.39,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.01,0.25,,,0.75,1.67,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
141,Kabutops,sv3pt5-141,EXACT,False,True,True,False,True,True,0.02,0.09,0.19,1.05,0.35,1.88,0.19,1.17,0.18,1.06,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,,,0.02,0.26,0.62,2.41,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
142,Aerodactyl,sv3pt5-142,EXACT,False,True,True,False,True,True,0.02,0.05,0.2,1.39,0.18,1.35,0.2,1.34,0.19,1.18,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,,,0.1,0.39,0.5,1.21,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
143,Snorlax,sv3pt5-143,EXACT,True,False,True,True,False,True,0.02,1.0,0.12,2.14,0.26,2.19,0.11,2.1,0.08,2.16,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,0.03,0.27,,,1.5,5.5,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
144,Articuno,sv3pt5-144,EXACT,False,True,True,False,True,True,0.02,0.05,0.22,1.61,0.31,1.95,0.26,1.54,0.23,1.6,"[""reverseHoloLow"",""reverseHoloTrend"",""reverseHoloAvg1"",""reverseHoloAvg7"",""reverseHoloAvg30""]",True,,,0.08,0.33,0.66,1.18,2026/09/01,2025/11/21,EUR,USD,set + collector number + name match
