collector_number,card_name,tcgdex_card_id,tcgdex_identity_status,normal_exists,holo_exists,reverse_exists,normal_usable,holo_usable,reverse_usable,normal_product_ids,holo_product_ids,reverse_product_ids,cardmarket_variant_product_ids,updated_at,cardmarket_currency,tcgplayer_currency,identity_note
193,Mew ex,sv03.5-193,EXACT,False,True,False,False,True,False,[],[517027],[],"{""holo"":[733788],""normal"":[],""reverse_holo"":[]}",2026-06-09T12:54:48+01:00,EUR,USD,set + collector number + name match
194,Bill’s Transfer,sv03.5-194,MISMATCH,False,True,False,False,True,False,[],[517041],[],"{""holo"":[733789],""normal"":[],""reverse_holo"":[]}",2026-08-14T19:11:56+01:00,EUR,USD,"name ""Bill's Transfer"" != 'Bill’s Transfer'"
195,Daisy’s Help,sv03.5-195,MISMATCH,False,True,False,False,True,False,[],[517042],[],"{""holo"":[733790],""normal"":[],""reverse_holo"":[]}",2026-08-14T19:11:56+01:00,EUR,USD,"name ""Daisy's Help"" != 'Daisy’s Help'"
196,Erika’s Invitation,sv03.5-196,MISMATCH,False,True,False,False,True,False,[],[517176],[],"{""holo"":[733791],""normal"":[],""reverse_holo"":[]}",2026-08-14T19:11:56+01:00,EUR,USD,"name ""Erika's Invitation"" != 'Erika’s Invitation'"
197,Giovanni’s Charisma,sv03.5-197,MISMATCH,False,True,False,False,True,False,[],[517043],[],"{""holo"":[733792],""normal"":[],""reverse_holo"":[]}",2026-08-14T19:11:56+01:00,EUR,USD,"name ""Giovanni's Charisma"" != 'Giovanni’s Charisma'"
198,Venusaur ex,sv03.5-198,EXACT,False,True,False,False,True,False,[],[517044],[],"{""holo"":[733793],""normal"":[],""reverse_holo"":[]}",2026-06-09T12:54:48+01:00,EUR,USD,set + collector number + name match
199,Charizard ex,sv03.5-199,EXACT,False,True,False,False,True,False,[],[517045],[],"{""holo"":[733794],""normal"":[],""reverse_holo"":[]}",2026-06-09T12:54:48+01:00,EUR,USD,set + collector number + name match
200,Blastoise ex,sv03.5-200,EXACT,False,True,False,False,True,False,[],[517046],[],"{""holo"":[733795],""normal"":[],""reverse_holo"":[]}",2026-06-09T12:54:48+01:00,EUR,USD,set + collector number + name match
201,Alakazam ex,sv03.5-201,EXACT,False,True,False,False,True,False,[],[517047],[],"{""holo"":[733796],""normal"":[],""reverse_holo"":[]}",2026-06-09T12:54:48+01:00,EUR,USD,set + collector number + name match
202,Zapdos ex,sv03.5-202,EXACT,False,True,False,False,True,False,[],[517048],[],"{""holo"":[733797],""normal"":[],""reverse_holo"":[]}",2026-06-09T12:54:48+01:00,EUR,USD,set + collector number + name match
203,Erika’s Invitation,sv03.5-203,MISMATCH,False,True,False,False,True,False,[],[517049],[],"{""holo"":[733798],""normal"":[],""reverse_holo"":[]}",2026-08-14T19:11:56+01:00,EUR,USD,"name ""Erika's Invitation"" != 'Erika’s Invitation'"
204,Giovanni’s Charisma,sv03.5-204,MISMATCH,False,True,False,False,True,False,[],[517050],[],"{""holo"":[733799],""normal"":[],""reverse_holo"":[]}",2026-08-14T19:11:56+01:00,EUR,USD,"name ""Giovanni's Charisma"" != 'Giovanni’s Charisma'"
205,Mew ex,sv03.5-205,EXACT,False,True,False,False,True,False,[],[517051],[],"{""holo"":[720951],""normal"":[],""reverse_holo"":[]}",2026-06-09T12:54:48+01:00,EUR,USD,set + collector number + name match
206,Switch,sv03.5-206,EXACT,False,True,False,False,True,False,[],[517052],[],"{""holo"":[733801],""normal"":[],""reverse_holo"":[]}",2026-08-14T19:11:56+01:00,EUR,USD,set + collector number + name match
207,Basic Energy,sv03.5-207,MISMATCH,False,True,False,False,True,False,[],[517053],[],"{""holo"":[733802],""normal"":[],""reverse_holo"":[]}",2026-05-13T16:42:54+01:00,EUR,USD,name 'Basic Psychic Energy' != 'Basic Energy'
